time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.009250,-2.8080,-4.7123,-1.5276,5.694
0.027999,-0.0584,-3.2127,-2.0865,3.831
0.050710,1.9159,-1.9992,-2.9991,4.082
0.069590,2.0851,-1.6512,-2.4179,3.594
0.089793,1.7548,-1.0511,-1.2241,2.384
0.111169,0.9313,-1.1725,-2.1216,2.597
0.131348,-0.1134,-1.0210,-1.3483,1.695
0.151378,-0.5745,-1.4421,-2.0882,2.602
0.170869,-0.4511,-0.4279,-1.0639,1.232
0.191600,0.8809,-0.1431,-2.1948,2.369
0.211394,0.3135,0.1579,-2.6648,2.688
0.231604,0.2235,0.6498,-1.9619,2.079
0.251797,1.8940,2.0961,-1.6614,3.277
0.271717,2.7035,2.0736,-3.6355,4.982
0.291949,3.6167,1.6184,-1.5261,4.246
0.311860,2.0853,0.8012,-1.6295,2.765
0.332067,0.9402,0.4750,-1.1738,1.577
0.352276,0.6788,0.9370,-1.0800,1.583
0.372107,0.4387,0.7551,-0.5163,1.014
0.392480,-0.5032,0.1690,0.0759,0.536
0.412501,-3.1555,-1.1575,-0.1599,3.365
0.431261,-3.3112,-1.5920,1.0072,3.810
0.452544,-5.3370,-2.3916,-1.4680,6.030
0.472571,-1.8319,-1.5850,-6.0354,6.503
0.492686,7.6756,-0.0918,1.5125,7.824
0.512852,4.7470,1.3527,4.9340,6.979
0.532822,2.7967,0.9446,3.2021,4.355
0.552900,3.4540,-0.7318,1.4546,3.819
0.573662,1.0742,-5.5611,-3.7734,6.806
0.593056,-10.9168,-12.4437,-10.5075,19.607
0.613281,-0.4399,-4.4538,-5.2713,6.915
0.633211,1.2215,-0.1483,-2.8685,3.121
0.654566,0.6609,1.6988,-2.9901,3.502
0.671977,1.9023,3.5414,-3.6578,5.435
0.692259,-2.2160,1.3275,-0.3200,2.603
0.713627,-2.7311,0.6925,-1.7738,3.329
0.733470,2.0157,3.7768,-1.3908,4.501
0.753631,5.6154,6.6213,0.6293,8.705
0.773869,1.5109,3.5954,-4.7908,6.178
0.793929,-5.8092,0.1406,-2.0506,6.162
0.813709,-1.5363,2.0844,0.4195,2.623
0.833980,-2.0746,-2.0047,-0.4744,2.924
0.853703,-2.6320,-4.6947,-1.0137,5.477
0.874260,-1.1885,-2.4756,-1.1775,2.988
0.894153,-0.1846,-3.1435,-1.2876,3.402
0.914445,-0.8003,-0.2047,-0.8230,1.166
0.934117,-1.5944,4.3251,-1.7517,4.931
0.954599,-1.0061,3.2700,-2.5947,4.294
0.973057,-0.7420,1.6702,-0.6313,1.934
0.994635,-0.5845,0.4597,0.4426,0.865
1.014375,0.6824,-2.5483,-0.4461,2.676
1.033829,-0.0664,-3.5794,-2.7079,4.489
1.054641,-1.2246,-1.7271,-1.7489,2.746
1.075173,-1.2811,-2.2044,1.6095,3.015
1.094881,-1.1300,-3.2211,0.2196,3.421
1.116938,-2.0719,-1.8232,-2.4820,3.712
1.134954,-4.6255,4.8835,-3.1004,7.407
1.155353,-4.5543,2.4843,-2.7142,5.855
1.175349,-1.6608,-0.5724,-2.2235,2.834
1.195601,0.2428,-1.0629,-1.6699,1.994
1.213913,2.5824,-2.1167,-1.9637,3.874
1.235937,2.9986,-2.8393,-1.2744,4.322
1.254221,1.0867,-3.7147,0.0378,3.871
1.276009,-0.7502,-2.8123,-0.1560,2.915
1.294565,-0.3444,-0.1391,-2.2840,2.314
1.315997,1.4735,0.9117,-3.8065,4.182
1.334517,2.2949,0.4938,-3.6192,4.314
1.356729,0.6980,0.0118,-4.9009,4.950
1.373907,-0.3118,1.7159,-6.0208,6.268
1.396173,0.5701,3.1456,-6.0066,6.804
1.415040,2.0797,2.6304,-5.9207,6.804
1.436252,2.2091,1.8539,-5.7348,6.419
1.455484,2.4985,3.6382,-4.0040,5.959
1.473953,3.1213,4.5172,-3.9833,6.783
1.495247,2.9871,2.9065,-2.6834,4.957
1.516545,1.1029,0.8185,0.0427,1.374
1.535442,-2.6519,-1.5217,5.0695,5.920
1.556692,-8.5262,-7.4709,13.9059,17.941
1.575774,-9.1465,-9.6114,11.1073,17.303
1.596774,-1.1096,0.4573,1.7580,2.129
1.615628,4.8816,6.7995,-4.4284,9.470
1.637108,11.0733,1.2571,-10.4286,15.263
1.655998,9.2740,-1.2062,-13.5136,16.434
1.677279,2.9834,-7.0437,3.6426,8.473
1.695942,1.3046,-6.2327,-2.7389,6.932
1.717435,0.5554,-10.0585,-13.5757,16.905
1.736159,-6.1326,-12.4206,-11.4694,17.984
1.757823,-7.8193,-6.0151,-7.0128,12.104
1.776255,-3.1862,-2.2828,-0.6727,3.977
1.798028,-0.5351,-0.0303,-0.2094,0.575
1.815514,0.1836,0.9807,-2.1831,2.400
1.838136,1.8082,2.4964,-1.0439,3.254
1.855781,3.4865,3.2231,2.9757,5.603
1.878083,4.2928,4.0424,3.7554,6.991
1.896137,4.6724,3.3352,2.4694,6.249
1.915860,3.6395,1.7106,2.2493,4.608
1.936159,0.4592,1.0617,-0.2560,1.185
1.958465,-2.6618,1.2294,-1.6729,3.376
1.975934,-5.3610,0.6384,-0.1447,5.401
1.998937,-6.9490,0.1283,1.4653,7.103
2.017045,-6.3029,-1.0790,4.0624,7.576
2.037074,-4.1841,-2.2032,2.8611,5.527
2.057272,-1.6992,-3.1307,2.1509,4.161
2.077779,0.6067,-3.9824,7.7619,8.745
2.096761,-0.3659,-3.7374,7.1023,8.034
2.118749,-3.9941,-4.0196,0.5813,5.696
2.136994,-8.2878,-7.5771,-5.5712,12.536
2.157737,-4.0745,-9.7089,-9.8563,14.423
2.177687,3.9779,-7.2502,-10.1255,13.073
