time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001094,-1.1655,0.3283,0.1598,1.221
0.017572,-0.2217,1.7240,-0.8107,1.918
0.037922,1.0402,2.5193,-1.6759,3.200
0.058284,0.8029,1.4053,-0.2051,1.631
0.077922,-0.0185,0.7489,1.3494,1.543
0.098952,0.2969,0.7072,1.4196,1.614
0.118525,0.5119,-0.3035,1.6632,1.767
0.136338,0.9118,-1.4169,2.6094,3.106
0.157173,1.9533,-2.1280,0.1372,2.892
0.178056,2.6615,-1.7004,-2.6233,4.106
0.197157,1.8499,-1.6218,2.4009,3.438
0.218359,0.1004,-2.0643,6.7392,7.049
0.238148,-0.4711,-2.4179,4.6274,5.242
0.259514,1.3095,-1.4943,1.1335,2.288
0.277133,2.7337,-0.7174,-1.7158,3.306
0.298903,2.0999,-0.5887,-3.4832,4.110
0.317882,1.2585,-0.3455,-4.3213,4.514
0.341126,1.9921,-0.3073,-5.7240,6.069
0.357588,1.5375,-1.3386,-7.8384,8.099
0.380266,0.5596,-4.1148,-8.3367,9.314
0.398189,0.2389,-5.8104,-3.2321,6.653
0.419026,2.6240,0.2093,0.4692,2.674
0.438461,3.8906,0.9811,4.0895,5.729
0.460641,-0.5166,-0.7286,3.3265,3.444
0.478668,0.7254,-4.3491,-6.4244,7.792
0.500591,2.2150,-3.2246,-11.1472,11.814
0.517877,0.5437,0.1433,-1.8094,1.895
0.540254,-0.6610,-0.1126,5.0795,5.124
0.558519,1.1776,-2.9555,-1.1226,3.374
0.581442,2.2028,-3.2270,-4.5004,5.960
0.602428,0.0182,-2.2458,4.0469,4.628
0.621172,-1.6315,-1.4651,9.4448,9.696
0.641939,-2.2662,-1.3748,6.6930,7.199
0.661519,-2.7120,-0.6356,5.9596,6.578
0.682382,-2.7009,-0.9706,7.5322,8.060
0.701876,-2.2498,-0.9503,6.2713,6.730
0.721405,-4.8676,-3.7845,6.1904,8.737
0.742037,-6.1941,-3.2236,7.2326,10.053
0.760895,-2.8630,-1.5865,6.0037,6.838
0.782153,0.1752,-1.0519,-0.0122,1.066
0.800931,-1.8699,-3.1429,-5.0351,6.223
