time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.012597,-0.2753,-0.3078,-0.8481,0.943
0.033046,-0.2709,-0.2059,-0.6171,0.705
0.050377,-0.2295,0.0854,-0.7161,0.757
0.073280,-0.2067,0.4098,-0.8657,0.980
0.093468,-0.1938,0.4174,-0.8210,0.941
0.113321,-0.0152,0.2625,-0.7080,0.755
0.133036,-0.0153,0.5604,-0.6376,0.849
0.152410,0.1399,1.3126,-0.4886,1.408
0.173477,0.1567,1.3469,-0.8794,1.616
0.193711,-0.0424,0.8607,-1.0830,1.384
0.213590,0.3556,1.3369,-0.8453,1.621
0.233980,0.8642,1.4804,-0.9991,1.984
0.253705,1.0078,2.0040,-0.9092,2.420
0.273988,1.0218,2.9617,-0.6798,3.206
0.293520,1.5860,2.6131,0.2718,3.069
0.314226,2.0436,0.1485,0.2140,2.060
0.333695,-0.6000,-4.8045,-2.7470,5.567
0.354559,-6.0877,-7.8681,0.9355,9.992
0.373422,-1.9643,-4.7009,2.3617,5.616
0.393088,-0.8133,-1.7530,-0.3514,1.964
0.413545,-0.5377,1.8523,-0.8530,2.109
0.434803,-0.1781,1.7239,-0.9923,1.997
0.453589,-0.1272,0.5868,-0.5347,0.804
0.474754,-0.7661,0.3558,0.3699,0.922
0.493674,-0.9072,0.5981,0.2250,1.110
0.515072,-0.3697,0.7507,0.3685,0.914
0.532655,0.1255,0.7874,0.4049,0.894
0.554353,0.2861,0.4043,-0.0434,0.497
0.573118,-0.0006,-0.2518,-0.1989,0.321
0.594453,-0.2988,-0.7476,-0.1195,0.814
0.613820,-0.5103,0.2312,-0.1863,0.590
0.635735,-0.4461,3.2311,-0.0127,3.262
0.653897,-0.3989,3.6751,-0.2667,3.706
0.675103,-0.3305,3.0389,-0.5463,3.105
0.693754,0.0955,0.7187,0.4482,0.852
0.716097,-0.1248,-1.9582,-0.1490,1.968
0.734177,-0.2442,-1.1049,-0.5801,1.272
0.756016,-0.0388,1.3781,-0.2597,1.403
0.774743,0.0883,3.2639,-0.1916,3.271
0.796076,0.4307,2.8041,-1.0475,3.024
0.814584,0.7609,0.0979,-2.7675,2.872
0.836094,-0.2879,-0.7808,-2.8271,2.947
0.854711,-0.9150,0.9745,-2.5468,2.876
0.876738,-0.3947,3.2222,-2.1067,3.870
0.894664,-0.0955,4.2694,-1.0853,4.406
0.916474,0.1368,0.6930,-0.8895,1.136
0.934802,-0.0471,-3.3349,-1.3145,3.585
0.956746,-0.4288,-4.8613,-0.0552,4.881
0.975381,-0.6226,-3.8514,0.1517,3.904
0.997087,-0.4957,-2.0112,-1.2588,2.424
1.015354,-0.3341,-0.4941,-1.9555,2.044
1.037210,-0.3700,1.7463,-1.1039,2.099
1.055509,-0.6639,1.6123,-0.5926,1.842
1.077467,-0.9192,-0.3059,-0.2550,1.002
1.095828,-0.6654,-1.7403,0.0876,1.865
1.117402,0.1788,-2.0843,0.0337,2.092
1.135848,0.3080,-0.6874,0.2068,0.781
1.157506,-0.3250,0.4007,0.7012,0.871
1.176239,-0.7642,0.1681,1.0832,1.336
1.197730,-0.9590,0.1225,0.6448,1.162
1.218122,-1.2140,-0.0757,0.4022,1.281
1.237727,-1.4705,-0.6185,0.3642,1.636
1.257998,-1.7677,-1.5300,1.1701,2.614
1.278190,-2.2235,-1.5227,2.1686,3.459
1.295747,-2.1820,-0.8073,2.2349,3.226
1.315916,-1.5216,-1.3047,3.1943,3.771
1.338149,-1.5284,-2.5531,4.5235,5.414
1.357707,-3.3437,-4.3536,3.4264,6.471
1.376268,-5.4939,-6.0678,0.3532,8.193
1.396705,-5.2994,-4.9725,-0.5555,7.288
1.417910,-3.1684,-1.7076,-0.0886,3.600
1.437787,0.2250,-0.7385,1.5930,1.770
1.457824,2.6392,-2.1772,0.4096,3.446
1.478179,2.8749,-3.2374,-1.6582,4.636
1.498005,1.4376,-2.9541,-3.6636,4.921
1.517957,1.0747,-2.2568,-3.3471,4.177
1.536988,0.6287,-2.5501,-1.8582,3.217
1.559872,0.3448,-1.8053,-1.6922,2.498
1.580771,-0.1961,0.0692,-3.4260,3.432
1.600892,-0.4559,1.6459,-5.2569,5.527
1.617664,-0.8391,2.6618,-5.1705,5.876
1.638150,-1.7984,2.2407,-6.6325,7.228
1.660077,-1.2783,2.4590,-6.0709,6.674
1.679841,0.1314,3.1533,-4.5934,5.573
1.700568,0.8467,3.2400,-4.2862,5.439
1.720103,0.9449,3.3414,-3.4232,4.876
1.740532,1.3722,3.4362,-1.7288,4.084
1.758536,2.0489,3.9354,-2.3504,5.021
1.780880,2.8974,5.1928,-2.6873,6.526
1.798555,3.1086,6.1114,-0.1823,6.859
1.820579,1.5519,4.4030,2.1041,5.121
1.840541,-1.4658,-2.3496,7.2136,7.727
1.860704,-7.9776,-16.3470,15.4612,23.873
1.880631,-6.5846,-9.8745,7.1480,13.855
1.899355,2.1718,8.5287,3.1933,9.362
1.919369,8.0054,2.4070,3.6101,9.106
1.941045,6.5485,-13.1861,-10.8052,18.262
1.958924,-0.1057,-16.2235,-17.6215,23.953
1.979710,-0.2810,1.3622,-4.3752,4.591
2.000477,0.7775,8.6782,-1.6050,8.860
2.021688,1.3761,5.7467,-7.3804,9.455
2.041316,1.7322,1.7079,-8.1175,8.474
2.061914,0.1453,-3.5728,-8.0165,8.778
2.081545,-2.2084,-5.5372,-4.2865,7.342
2.100537,-2.9598,-2.0467,2.2462,4.242
2.120300,-1.6937,1.3294,3.1009,3.775
2.141766,2.4568,4.0650,0.5702,4.784
2.162282,2.9185,3.7658,0.5867,4.800
2.182056,1.6575,1.4199,1.5647,2.685
2.199734,-0.4472,-0.5705,1.9463,2.077
2.222287,-2.6699,0.4570,1.0471,2.904
2.240766,-2.5981,1.8684,0.6143,3.259
2.262739,-2.6639,1.2895,1.4093,3.278
2.280654,-3.5366,0.9119,2.4927,4.422
2.302063,-4.2661,0.7634,3.7144,5.708
2.321146,-4.5400,-1.1103,3.3007,5.722
2.342832,-3.0510,-1.5238,2.2149,4.067
2.360871,-3.1557,-1.6619,1.6305,3.922
2.383269,-3.1047,-4.4969,3.4747,6.476
2.400532,-3.1154,-6.2635,4.3577,8.242
2.422271,-3.6225,-6.6692,1.6905,7.776
2.441352,-1.4933,-4.5733,1.2824,4.979
2.463549,1.6748,-5.1321,-5.6450,7.811
2.481671,6.0850,-6.0549,-6.1946,10.586
2.503306,6.3774,-6.8258,-0.4805,9.354
2.521368,4.0299,-5.8589,1.6109,7.291
2.541817,1.7302,-4.1819,-2.8253,5.335
2.561947,-0.8418,-2.5736,-8.2319,8.666
2.583981,-0.4820,0.6704,-3.7311,3.821
2.603015,-1.0661,2.2998,-4.2827,4.977
2.621365,-0.9179,2.2356,-6.5824,7.012
2.641342,-0.6732,3.4034,-8.0955,8.808
2.661862,-0.3916,5.9547,-7.4541,9.549
2.682098,0.7714,8.2208,-6.4531,10.480
2.701932,1.2120,8.9307,-5.8555,10.748
2.722281,0.9666,8.7884,-5.8308,10.591
2.742684,0.4407,7.8158,-5.0288,9.304
2.763073,-0.2055,6.3912,-2.1829,6.757
2.782851,-0.0939,3.5426,2.7681,4.497
2.802686,1.8514,-6.1785,16.1101,17.353
2.822621,1.4854,-21.8994,14.8333,26.492
2.843160,-1.2436,-7.6341,3.9977,8.707
2.863339,3.0031,10.0213,1.4225,10.558
2.883302,10.9193,-6.6285,-7.2653,14.695
2.903053,6.1329,-20.1746,-10.2399,23.441
2.923475,-3.1812,-6.3894,-6.7619,9.832
2.943494,-6.0040,8.5837,-4.6344,11.454
2.963761,-5.0036,3.8444,-5.0340,8.072
2.983752,-3.1213,-4.0520,-10.6537,11.818
3.003232,-1.7962,-6.5905,-12.7681,14.480
3.024008,-0.5994,-1.8600,-6.7773,7.053
3.043936,0.3916,1.5123,1.3517,2.066
3.064136,0.3537,0.6834,5.9859,6.035
3.092367,1.5777,1.9691,4.0685,4.787
3.103841,3.1870,5.2620,-0.4594,6.169
3.124746,3.1302,4.7958,-0.6532,5.764
3.144550,1.9085,1.8764,2.4752,3.645
3.169366,-1.0263,0.9972,3.3402,3.634
3.189586,-3.6438,1.3389,-0.0747,3.883
3.204307,-4.0644,0.6931,0.2342,4.130
3.224570,-3.4258,0.8129,2.6699,4.419
3.245120,-3.7890,0.5513,3.3197,5.068
3.265215,-3.3385,-1.6409,4.1578,5.579
3.285415,-2.8835,-1.8146,3.3124,4.752
3.304852,-1.8856,-2.3289,1.9822,3.593
3.327091,-0.4275,-3.2396,6.0640,6.888
3.345041,-2.4219,-4.1598,6.6540,8.213
3.366079,-4.5034,-6.4215,2.9204,8.369
3.386061,-3.7164,-6.5297,0.4343,7.526
3.406497,-0.3452,-8.1419,-7.5621,11.117
3.425428,3.7284,-7.7740,-7.5905,11.487
3.445576,3.4574,-7.5847,-3.5091,9.044
3.466083,2.0773,-6.7732,-0.1436,7.086
3.486103,0.5669,-4.4125,0.0330,4.449
3.509111,-1.5566,-2.9956,-9.0753,9.683
3.526141,-1.6738,-1.2748,-7.2703,7.569
3.549312,-0.7494,1.2505,-2.9957,3.332
3.566097,0.1348,2.6723,-6.1030,6.664
3.588896,2.5020,5.6435,-7.4851,9.702
3.606437,2.7969,8.5240,-6.2788,10.950
3.631805,1.6486,9.2569,-3.5918,10.065
3.653035,0.7459,8.5407,-5.0579,9.954
3.667423,-0.2160,7.4215,-7.8995,10.841
3.686172,-0.2371,6.6740,-7.8453,10.303
3.708801,0.6754,5.8452,-4.1734,7.214
3.726501,-0.0813,3.5665,0.0049,3.567
3.748727,-1.9444,-1.0352,4.6568,5.151
3.769899,1.6440,-11.1494,18.9923,22.084
3.789109,1.5309,-17.9274,13.5553,22.527
3.808822,-0.8380,0.8810,5.5442,5.676
3.829387,5.2733,11.8603,0.0518,12.980
3.849075,12.7757,-8.7288,-5.3587,16.375
3.872635,-0.8355,-24.3159,-12.2190,27.226
3.889874,-7.5326,-4.8882,-10.6792,13.953
3.908726,-1.8466,10.9128,-4.3441,11.890
3.930793,0.1260,2.8502,-2.6858,3.918
3.948915,0.3410,-4.2217,-8.9040,9.860
3.970560,-1.2446,-6.9569,-12.7853,14.609
3.991044,-1.5999,-3.1012,-4.1533,5.425
4.009297,-2.3815,-0.9526,3.4520,4.301
4.030817,-2.1221,-0.2045,2.9526,3.642
4.052233,-0.2193,3.5261,-0.9828,3.667
4.070428,2.4375,6.3924,-2.6394,7.333
4.090233,4.5708,4.6813,2.3190,6.942
4.110764,4.8437,1.8922,4.7765,7.061
4.130571,0.7981,1.9246,4.3037,4.782
4.150962,-3.5291,2.4868,0.7186,4.377
4.170151,-3.8209,-0.1717,0.1988,3.830
4.189148,-3.2998,-0.7304,4.7784,5.853
4.209522,-4.7706,0.4113,5.5122,7.302
4.230714,-4.7699,-1.1125,2.6656,5.576
4.250734,-3.1200,-1.8877,3.0918,4.781
4.271005,-1.4859,-2.4565,2.8670,4.057
4.290045,-1.0860,-4.4513,3.5642,5.805
4.310299,-4.5634,-7.2168,2.6213,8.932
4.332069,-4.6378,-9.6445,2.4010,10.968
4.350048,-0.4881,-6.9199,0.3950,6.948
4.371540,4.1597,-4.6682,-10.4258,12.157
4.394332,7.0516,-4.9537,-6.6179,10.866
4.409909,5.9181,-6.0449,1.8439,8.658
4.435061,2.8811,-5.4160,3.8832,7.260
4.449575,1.1656,-3.8982,-2.1763,4.614
4.472354,-1.7540,-2.9209,-9.6244,10.210
4.490423,-2.5802,0.5549,-5.9945,6.550
4.514739,-2.8027,3.3809,-5.4063,6.965
4.531191,-1.7237,4.5245,-7.2570,8.724
4.550051,-1.3489,5.4045,-8.4423,10.114
4.570287,-0.3611,8.2401,-6.1411,10.283
4.594545,0.0773,9.4549,-5.1654,10.774
4.610480,0.4892,9.7267,-6.1222,11.503
4.635504,0.0871,8.7028,-6.2460,10.713
4.651307,-1.2337,6.8640,-4.3304,8.209
4.675573,-2.2060,3.6553,0.8573,4.355
4.690523,-1.0438,-2.8622,13.2646,13.610
4.715313,5.6256,-17.4592,19.8885,27.056
4.731628,3.3234,-13.3669,4.3860,14.455
4.756225,0.7835,6.0368,0.7234,6.130
4.771482,9.2258,4.4115,2.4356,10.512
4.796108,11.0721,-19.2096,-9.9581,24.306
4.814390,0.9975,-14.8970,-13.7897,20.324
4.833857,-4.9781,5.3948,-7.5397,10.523
4.851355,-4.0455,5.9865,-4.9771,8.774
4.876465,-1.8610,-2.0068,-5.4014,6.055
4.896518,-1.9908,-5.5446,-10.8476,12.344
4.916410,-1.7373,-3.9588,-11.3101,12.108
4.931208,-1.6118,-1.1850,-1.4899,2.494
4.956821,-1.3761,-0.2700,4.6589,4.865
4.975361,-0.5607,1.9238,4.2609,4.709
4.994960,2.6456,5.6187,2.4563,6.678
5.016481,3.4585,5.5000,1.3903,6.644
5.036986,2.7388,2.6325,1.6233,4.131
5.056188,-0.0771,0.8656,2.0168,2.196
5.074872,-3.2096,1.1149,1.9030,3.894
5.096845,-4.2916,1.3384,-0.1093,4.497
5.115673,-3.2904,0.5878,1.0584,3.506
5.133441,-3.3992,0.9204,3.6308,5.058
5.156707,-5.6098,0.4578,4.4500,7.175
5.176482,-6.1307,-0.9390,3.9660,7.362
5.197953,-4.6537,-2.0100,3.8390,6.359
5.214177,-3.2387,-3.1674,1.8334,4.887
5.236143,-0.1646,-5.0287,3.8498,6.335
5.255208,-0.8992,-5.5671,4.9355,7.494
5.278127,-2.8679,-7.6393,1.6616,8.327
