time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.005407,0.3177,-0.5850,-0.8471,1.077
0.025700,0.4296,-0.3787,-0.7072,0.910
0.045491,0.4582,-0.0323,-0.6668,0.810
0.065581,0.3546,0.0490,-0.7938,0.871
0.085570,0.2036,-0.1848,-0.8494,0.893
0.105812,0.3517,-0.3676,-0.6016,0.788
0.125468,0.5336,-0.2660,-0.5891,0.838
0.145947,0.3760,-0.0955,-0.5390,0.664
0.165710,0.3281,-0.0092,-0.4955,0.594
0.186133,0.3354,-0.2013,-0.5842,0.703
0.205752,0.2524,-0.7795,-0.7427,1.106
0.226208,0.3463,-0.5844,-0.3616,0.770
0.246239,0.6387,0.0988,-0.9208,1.125
0.266552,0.5959,0.3088,-1.2394,1.409
0.286403,0.2304,-0.1068,-0.7677,0.809
0.306147,0.3371,-0.2600,-0.5093,0.664
0.327223,0.6011,-0.2613,-0.2670,0.708
0.346687,0.5866,0.0393,-0.0341,0.589
0.366662,0.0361,1.0371,-0.1017,1.043
0.386947,0.0093,3.0950,-0.6884,3.171
0.406790,0.6078,3.3033,-0.4767,3.392
0.426877,0.7540,3.0358,0.2966,3.142
0.447034,0.9789,2.9964,2.4332,3.982
0.467379,2.2652,3.3704,2.7257,4.891
0.489231,4.9659,4.1105,-5.3765,8.394
0.507304,6.0194,2.2870,-12.4939,14.056
0.527097,0.5107,0.7352,4.3584,4.449
0.547831,-3.3468,0.2183,4.2530,5.416
0.567494,-2.9773,-0.1316,1.5903,3.378
0.587831,-1.0376,-0.3345,-0.1061,1.095
0.607789,0.5701,-0.3998,-2.6610,2.751
0.627858,0.9269,0.4435,-0.8494,1.333
0.647875,1.0940,-0.3626,0.9582,1.499
0.668139,1.1245,-1.9589,-0.4476,2.303
0.688028,1.0018,-2.2441,-0.8682,2.606
0.708392,0.9498,-0.5427,-0.3298,1.142
0.728396,0.7731,0.5765,-1.3058,1.623
0.748132,0.4421,0.7375,-0.8739,1.226
0.768109,-0.2570,-3.5401,-1.2490,3.763
0.788306,-1.3232,-13.4921,-0.5269,13.567
0.808564,-2.4228,-8.3336,0.4057,8.688
0.828303,0.6200,3.6650,1.8765,4.164
0.848766,0.8380,1.3143,0.1997,1.571
0.868992,-0.5938,-1.1366,-0.7864,1.504
0.888926,-0.9959,0.5551,-0.7763,1.379
0.909433,-0.0499,0.8692,-1.4986,1.733
0.929368,0.7563,0.3652,-0.8659,1.206
0.952098,0.2971,0.3724,0.1621,0.503
0.969591,-1.6840,-0.3483,0.2064,1.732
0.989655,-2.9834,-1.0568,0.0547,3.166
1.009717,-1.9602,-0.8675,0.3640,2.174
1.029800,-0.0031,-0.4635,0.5058,0.686
1.049783,-0.0727,0.4081,0.5132,0.660
1.070226,0.8256,0.7458,-0.6739,1.301
1.089999,1.6878,0.9022,-1.8027,2.629
1.110468,-0.0076,0.9332,-1.0627,1.414
1.130396,-1.5483,-0.3254,-0.3794,1.627
1.150479,-1.1251,-0.1897,-0.3307,1.188
1.170396,0.5585,0.7687,-0.2353,0.979
1.190630,0.3399,0.7929,0.0102,0.863
1.211488,0.6613,0.4137,1.1715,1.407
1.230853,0.2435,-0.0248,1.7617,1.779
1.250939,0.2225,-0.0846,1.6899,1.707
1.271038,-0.1386,0.1558,1.5720,1.586
1.292769,-0.7867,0.5723,1.2851,1.612
1.315245,-0.6520,-0.1433,0.3492,0.753
1.332802,-0.2162,-0.6790,0.3348,0.787
1.352808,-0.9269,-0.7932,1.6037,2.015
1.372672,-1.8725,-0.9193,1.4572,2.545
1.393124,-1.7928,-1.7648,0.2086,2.524
1.412831,-1.0081,-2.3586,1.7826,3.124
1.432557,-1.3088,-1.8041,4.4617,4.987
