time,ax,ay,az,atotal
0.001127,-0.0941,0.2057,-2.3483,2.359
0.004292,-0.5118,0.6266,-2.2953,2.434
0.023407,-0.4136,0.3990,-0.5849,0.820
0.044841,0.3227,0.0971,-0.5357,0.633
0.063859,0.1556,0.7182,-1.6724,1.827
0.086580,0.1436,1.1067,-1.2757,1.695
0.104099,0.5902,0.1692,1.2394,1.383
0.125550,0.8621,-0.1706,1.2735,1.547
0.144055,0.8611,0.0608,-0.2648,0.903
0.166078,0.9857,0.1559,-1.6961,1.968
0.184583,1.1783,0.3892,-2.8673,3.124
0.205529,1.0322,0.0750,-2.5498,2.752
0.224259,0.3316,-0.3895,0.2915,0.589
0.245654,0.2319,0.3153,3.1242,3.149
0.267686,0.1795,1.0092,1.4292,1.759
0.286642,1.3346,1.3025,-0.9887,2.111
0.306405,1.6144,0.9637,-0.5881,1.970
0.325757,0.3283,0.3863,-0.2552,0.568
0.346104,0.1724,0.4499,-1.1713,1.267
0.366428,0.9086,1.1444,-2.2875,2.714
0.386792,2.7453,1.7885,-6.6056,7.374
0.406549,1.9684,0.7510,-6.1151,6.468
0.427918,-1.8553,-2.4026,-3.4525,4.597
0.446968,-1.8439,-3.6372,-0.3354,4.092
0.467627,-0.6017,-0.3694,-0.0825,0.711
0.486263,-1.2431,-1.1296,0.2417,1.697
0.507262,-1.2799,-2.4465,1.0447,2.952
0.526909,-0.4401,-0.6696,-2.9647,3.071
0.547633,-3.6464,-2.7937,2.3495,5.160
0.568549,-5.6201,-3.2322,5.8979,8.765
0.586452,-1.9042,-5.7708,-0.7516,6.123
0.607276,0.0788,-1.5109,-0.5815,1.621
0.627792,-0.7683,0.3020,4.2981,4.377
0.647534,-1.9960,-1.6428,3.3424,4.225
0.667461,4.2346,-3.4531,-6.3140,8.350
0.688129,3.5882,-1.8109,-3.9682,5.648
0.708081,3.4879,-1.7013,3.7605,5.404
0.727929,3.0899,-4.3582,4.3171,6.869
0.747928,1.4113,-6.0114,1.5800,6.374
0.766616,0.6000,-4.3600,2.6005,5.112
0.786993,2.3505,-1.2655,8.2353,8.657
0.807129,3.5967,-1.3387,5.4548,6.670
0.827170,0.4069,-2.7498,2.7518,3.911
0.848842,-1.9601,-1.8474,3.1868,4.173
0.867027,-0.8657,1.0599,4.3023,4.515
0.887866,0.0925,1.8437,4.8440,5.184
0.908647,-1.0898,2.1479,3.2715,4.062
0.927692,-0.1314,2.6272,1.2893,2.929
0.949394,-0.0501,2.0690,-1.1231,2.355
0.968005,-1.9096,2.0466,-0.3131,2.817
0.989051,-4.2154,1.5466,2.1363,4.972
1.008010,-6.1010,0.2346,1.8819,6.389
1.029107,-4.9098,0.2022,-1.2777,5.077
1.047739,-3.0772,1.3459,-4.4088,5.542
1.069181,-3.7039,0.7421,-4.8034,6.111
1.088151,-4.6605,0.5042,0.0096,4.688
1.109567,-3.8080,0.7853,3.4898,5.225
1.128294,-1.4998,0.4826,1.4216,2.122
1.148213,-1.3776,-1.3297,1.0426,2.180
1.168714,-0.9294,-1.1167,1.0288,1.780
1.189991,-2.0569,-3.2052,-1.2481,4.008
1.208471,-0.4862,-0.7575,-1.9836,2.178
1.228405,2.4710,0.9192,-0.8354,2.766
1.248543,3.0162,-0.1507,0.1198,3.022
1.269455,1.6065,-0.9194,-2.4984,3.109
1.289305,0.2428,-1.0687,-3.7945,3.950
1.308732,1.0204,-0.2352,-0.4132,1.126
1.329274,1.5935,0.5685,1.9516,2.583
1.349054,2.2449,-0.8103,-1.7054,2.933
1.370089,2.3498,-1.0865,-2.3860,3.521
1.389548,1.8889,1.1821,2.1755,3.114
1.409661,0.5565,0.9115,2.1089,2.364
1.430059,1.7788,-0.4638,-1.0790,2.132
1.450008,1.5558,-0.0419,-0.9165,1.806
1.470811,0.2915,1.1721,2.2615,2.564
1.491034,0.4464,2.2547,3.1966,3.937
1.510032,-1.4408,-0.1558,2.6646,3.033
1.530104,-3.1047,-0.8931,-0.6824,3.302
1.550687,0.3888,1.0482,-2.0505,2.335
1.570903,1.9441,1.5087,1.4933,2.878
1.591014,3.2618,1.7757,4.3543,5.723
1.610664,0.6388,-0.6665,5.0233,5.107
1.630839,1.3333,0.4902,9.9562,10.057
1.651179,2.2061,-0.4102,-4.0392,4.621
1.673673,-0.3782,-2.1510,-1.6266,2.723
1.691379,-2.2473,-3.8918,-2.0015,4.920
1.711295,-1.4507,-3.9848,-6.4851,7.749
1.731195,0.9974,-2.7247,-5.3297,6.068
1.751281,0.4767,-0.8242,-0.5473,1.098
1.771700,0.5131,0.0389,0.9309,1.064
1.791549,1.2165,0.9477,-0.3769,1.587
1.811384,0.9852,1.9279,0.4188,2.205
1.831561,-0.6324,1.2256,0.6020,1.505
1.851847,-1.0206,1.1610,-0.7944,1.738
1.871609,-0.0256,1.7771,-0.7098,1.914
1.891672,0.7062,2.6391,0.6002,2.797
1.912010,-0.7478,2.2524,0.9870,2.570
1.932953,-1.0183,1.0457,-0.4080,1.516
1.953941,-0.1329,1.0648,0.1967,1.091
1.974147,2.1522,2.4698,0.9135,3.401
1.994147,2.7609,3.1777,1.9607,4.644
2.013720,0.0749,0.1155,1.0671,1.076
2.034412,-1.4469,-1.3821,-2.4358,3.152
2.053762,-1.7214,-1.5640,-1.5618,2.802
2.073913,-0.6305,-0.2448,3.1259,3.198
2.094003,-0.1677,0.7345,1.8364,1.985
2.114195,-0.3367,0.1426,0.9700,1.037
2.133960,-0.5746,-1.1736,2.0052,2.393
2.153794,0.8764,-3.5831,0.8731,3.791
2.173986,0.9810,-4.7087,-4.0599,6.294
2.193946,-5.4802,-2.1588,1.6412,6.114
2.214494,-3.6504,4.4806,-2.2436,6.200
2.234999,-2.8473,5.0410,-4.1704,7.135
2.255204,-0.6062,2.6888,2.1538,3.498
2.275119,-1.7664,-0.5791,2.0431,2.762
2.295455,-0.9629,-4.2100,-3.8966,5.817
2.315373,2.8376,-3.5873,-2.2668,5.105
2.335225,3.2903,-2.2925,3.1737,5.114
2.355077,0.5021,-2.4214,5.7218,6.233
2.375360,-0.9035,-3.8360,2.3342,4.580
2.395564,-1.0251,-4.8734,-3.5741,6.130
2.415038,-2.0722,-1.5769,-0.2129,2.613
2.434898,-0.3437,3.6911,4.7642,6.037
2.455433,2.8882,4.5425,-3.1432,6.233
2.475621,3.4988,5.4660,-8.4334,10.641
2.495540,1.3296,6.4936,1.2914,6.753
2.515363,2.0512,4.9289,1.8298,5.644
2.535223,2.8365,2.9017,2.0710,4.556
2.555192,2.9564,1.7071,2.4461,4.200
2.575439,2.0908,0.3769,2.6050,3.361
2.595153,0.3799,-0.2024,1.4908,1.552
2.615092,-0.0036,3.1260,0.9899,3.279
2.635423,-1.1346,-1.0949,0.0099,1.577
2.655396,-2.9039,-7.6636,-0.9825,8.254
2.675759,-3.4468,-6.0371,2.5992,7.422
2.695515,0.1075,-9.2932,-0.3825,9.302
2.717008,2.5132,-6.6841,-4.6439,8.518
2.736068,4.5262,5.8855,-0.1004,7.425
2.757882,2.9518,6.8396,-2.0376,7.723
2.776477,2.9619,2.3885,-2.2429,4.417
2.798620,1.4457,-5.0444,-2.5800,5.847
2.816974,1.8843,-3.9760,-4.0438,5.976
2.838751,0.8504,-1.8709,-1.6037,2.607
2.857390,-0.6565,-0.2404,-0.1563,0.716
2.877970,0.0625,1.0087,0.7404,1.253
2.897523,1.4688,2.5646,0.2042,2.962
2.918426,1.5997,3.2568,-1.0122,3.767
