time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000863,-2.8387,-1.7044,-0.0170,3.311
0.023292,-2.6387,-1.2319,-0.0178,2.912
0.041098,-0.6971,0.0571,2.4410,2.539
0.063404,-2.1228,-0.4837,5.5858,5.995
0.081992,-3.6846,-2.3070,2.9068,5.230
0.103320,-0.8203,-2.5654,-3.7361,4.606
0.121253,2.8502,-0.9663,-7.7669,8.330
0.143158,2.1313,-1.5156,-3.8224,4.631
0.162293,2.8450,-4.5640,-6.5478,8.473
0.183560,2.0148,-5.8031,-5.8561,8.487
0.202720,1.5782,-4.3441,0.3816,4.638
0.222751,3.6053,-2.7418,6.1273,7.620
0.241684,3.4950,-2.8615,9.8791,10.863
0.262890,-1.9483,-5.8273,9.3550,11.192
0.282182,-5.9516,-6.8939,3.4827,9.751
0.302787,-0.8602,-4.1968,-3.7604,5.700
0.322057,3.3080,-1.8677,-3.6351,5.258
0.342783,-1.4273,-3.5007,3.0976,4.887
0.362625,-6.3034,-5.4310,5.4579,9.951
0.383495,-0.7193,-1.8457,-2.8288,3.453
0.402557,5.4571,1.7888,-5.7710,8.142
0.423373,4.2731,-1.9089,-2.3462,5.235
0.442504,0.4153,-3.4112,-3.6654,5.024
0.463871,-0.9020,-0.7847,-2.2981,2.590
0.482206,0.2402,3.7784,4.7871,6.103
0.503390,1.9386,6.9553,4.8380,8.691
0.522397,3.3294,6.6306,-1.6236,7.595
0.542976,4.9549,6.4019,-4.6507,9.336
0.562955,2.9721,4.0398,-3.0175,5.853
0.582799,1.4789,2.0305,-2.4394,3.502
0.602924,2.7556,1.8565,-1.8713,3.813
0.624743,4.8805,2.4031,-0.2894,5.448
0.643125,7.4504,1.3587,1.5920,7.739
0.663644,5.5016,-1.7079,0.0511,5.761
0.683388,-0.3907,-3.8284,-3.1331,4.962
0.703912,-4.5589,-4.1164,-1.3432,6.287
0.724218,-5.2047,-3.3754,3.1010,6.935
0.743980,-6.1521,-5.4357,6.2390,10.311
0.763835,-3.4570,-5.4398,2.6640,6.974
0.784054,0.4021,-2.9273,-1.6640,3.391
