time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001162,-0.4937,-0.4758,-1.2135,1.394
0.017851,0.0088,-0.4278,0.0798,0.435
0.035712,-0.1718,-0.9890,-0.0581,1.005
0.058536,-0.7797,-0.9814,-1.4586,1.923
0.076160,-0.7481,-0.8411,-1.4738,1.855
0.097525,-0.1907,-0.5842,-1.4000,1.529
0.116354,-0.5536,-0.8080,-1.0164,1.412
0.139741,-1.3883,-1.3156,-0.9374,2.130
0.156571,-0.8568,-0.9945,-1.3182,1.860
0.179604,-0.3789,-0.4188,-0.7488,0.938
0.197056,-0.0578,-0.0215,-0.6836,0.686
0.220006,0.0438,-0.1851,-2.2410,2.249
0.241921,0.0302,-0.4812,-3.1931,3.229
0.259787,0.1576,0.1532,-0.3467,0.410
0.282289,0.3240,1.0362,3.8548,4.005
0.300031,-1.0656,0.1765,1.3279,1.712
0.321220,-0.7520,0.5932,-2.1701,2.372
0.339985,1.7308,1.5812,-2.9839,3.795
0.362110,2.0470,1.8796,-2.1901,3.538
0.380161,-0.7218,0.6788,-1.1017,1.482
0.402014,-0.6012,1.3256,-0.1090,1.460
0.420490,0.6776,1.9786,-0.9055,2.279
0.441771,0.1193,2.0327,-1.2235,2.375
0.460777,0.4976,-0.1424,0.3433,0.621
0.482031,-1.4810,-2.4742,-0.8525,3.007
0.500919,-0.8602,-2.5499,-1.8391,3.259
0.522176,-0.2251,-1.4159,-1.2295,1.889
0.541225,0.0081,-0.1557,-1.2258,1.236
0.562995,0.4477,-1.5876,-0.5173,1.729
0.580524,-0.5743,-2.3271,-0.6762,2.490
0.601591,-1.3010,-1.3537,-1.0662,2.159
0.620408,-0.0192,0.7790,-0.5439,0.950
0.641754,0.8784,1.1857,-0.3720,1.522
0.661454,0.2220,0.3510,-0.3540,0.546
0.682378,-0.5157,0.3336,-0.8407,1.041
0.701750,0.8348,2.3241,-0.5536,2.531
0.720691,3.3257,4.3775,-0.5384,5.524
0.741913,5.4256,6.4395,-1.1839,8.503
0.762285,-5.2357,-3.1178,-4.2232,7.414
0.780933,-4.3268,1.2559,2.5103,5.158
0.803203,4.5871,11.2503,4.6739,13.018
0.821986,-1.2629,-0.1105,-3.6203,3.836
0.841710,-2.5102,-4.9820,-4.0218,6.877
0.862526,-1.9388,-5.9629,-1.5055,6.448
0.882289,-2.3982,-4.3108,-0.3948,4.949
0.902598,-1.4312,-3.3402,-0.8757,3.738
0.921787,-1.0662,-3.4449,-1.2236,3.808
0.942400,-1.5052,0.0989,-0.3096,1.540
0.961183,-1.8423,1.1136,-0.2273,2.165
0.980577,-1.2746,0.3758,-0.6609,1.484
1.002229,-0.3885,0.3635,-0.5972,0.800
1.022865,0.0238,0.5608,-0.7123,0.907
1.041907,0.1818,0.3468,-0.7896,0.881
1.063635,-0.0388,0.5017,-0.4777,0.694
1.082727,0.0542,0.6340,-0.4383,0.773
1.103273,0.0298,2.4492,-0.4002,2.482
1.122570,-1.2095,3.1084,-0.0338,3.336
1.143393,-1.2562,3.6731,-0.7923,3.962
1.162525,0.2417,4.5607,-1.5052,4.809
1.180978,0.4968,3.4471,-1.1687,3.674
1.202367,0.2808,2.9309,-0.7054,3.028
1.223782,0.0982,3.3306,-0.3490,3.350
1.242118,-0.0920,1.2833,-0.1535,1.296
1.264551,-0.0446,-1.8503,-0.5053,1.919
1.284376,0.0529,-0.3640,-0.2624,0.452
1.303384,0.0036,-1.2385,-0.0944,1.242
1.321571,-0.8843,-0.9716,0.3225,1.353
1.343118,-1.0063,-4.0151,0.0337,4.139
1.364631,-0.7025,-1.0272,-0.0075,1.244
1.384399,-1.2476,-1.7276,1.9916,2.917
1.402068,-2.3880,-2.6405,1.9068,4.039
1.425034,-3.0464,-2.1065,1.5428,4.012
1.442819,-3.3450,-1.6635,-0.2872,3.747
1.465340,-3.2493,-0.6163,-1.1939,3.516
1.482704,-3.1479,-0.3998,0.3171,3.189
1.505430,-2.7614,-2.1779,4.0159,5.338
1.522873,-3.9723,-11.2576,3.8376,12.540
1.548871,-0.9760,-6.9006,0.8302,7.019
1.572126,2.8319,-0.3726,0.0975,2.858
1.584088,3.6691,0.1291,-0.4745,3.702
1.602888,2.5917,0.8237,-4.7489,5.472
1.624297,0.4722,-1.2370,-7.2475,7.367
1.647413,-0.4103,-2.0786,-2.7676,3.485
1.671397,0.5534,-1.6767,0.6215,1.872
1.683464,0.4575,-1.1315,-0.8922,1.512
1.705499,-0.4058,-0.9172,-2.5463,2.737
1.725230,-1.2134,-0.4337,-3.5834,3.808
1.745811,-1.9653,-0.6144,-4.5314,4.977
1.766060,-1.3617,-0.7022,-4.7684,5.009
1.784070,-0.2859,-0.2540,-5.2708,5.285
1.803942,-0.3866,1.0089,-4.7287,4.851
1.824968,-0.8158,1.8823,-4.3335,4.795
1.844424,-0.5225,3.1529,-4.2875,5.348
1.864937,-0.3091,3.9404,-3.7740,5.465
1.885236,-0.2676,3.9062,-2.3549,4.569
1.904636,-0.3663,4.3203,-1.0779,4.468
1.924405,-0.1312,4.5248,1.1933,4.681
1.947827,0.0796,3.0034,3.7228,4.784
1.967870,0.1203,-2.5451,8.3974,8.775
1.985894,-0.9467,-12.5631,8.3721,15.127
2.004947,-0.4822,-9.5441,2.7097,9.933
2.025387,3.1470,0.7218,-0.0475,3.229
2.044833,6.5982,-0.1288,0.6341,6.630
2.067412,5.6611,-7.5660,-1.9008,9.639
2.085493,-1.6335,-3.5915,-7.5923,8.556
2.110545,-3.1159,3.8848,-6.4077,8.115
2.136319,0.3089,4.4678,-2.8000,5.282
2.145202,0.6842,0.9230,-1.8211,2.153
2.168735,-1.1941,-0.8248,-4.2117,4.455
2.186130,-2.2838,-0.4646,-6.7669,7.157
2.206290,-1.4510,0.1686,-6.5020,6.664
2.228336,-0.4645,0.5397,-2.4682,2.569
2.246291,-0.1708,0.9771,-0.7629,1.251
2.266409,-0.2716,0.8058,-1.1093,1.398
2.286091,-0.7790,0.5581,-1.3713,1.673
2.306745,-0.7925,0.6104,-0.9323,1.367
2.326438,-0.7324,1.1210,0.6561,1.491
2.347359,-0.6410,1.1017,0.7812,1.495
