time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001335,-0.5416,-0.2075,0.1505,0.599
0.013791,-0.6614,-0.7625,-0.0921,1.014
0.034765,-0.1956,-1.0296,0.0714,1.050
0.054791,-0.1017,-1.0412,0.3785,1.113
0.074672,-0.0072,-0.9248,0.2385,0.955
0.095047,0.1874,-0.6408,-0.2128,0.701
0.115031,0.3094,-0.9583,-0.5008,1.125
0.134189,0.4968,-1.1832,-0.7934,1.509
0.158429,0.3330,-0.6570,-1.1199,1.340
0.175201,0.1131,-0.5453,-1.1664,1.292
0.194412,0.4177,-0.7628,-0.6565,1.090
0.215645,0.8973,-1.5859,-0.6359,1.930
0.236036,0.0034,-1.7147,-1.3146,2.161
0.255461,-0.9196,-0.8197,0.0817,1.235
0.274749,0.0817,-0.9661,0.4869,1.085
0.295841,0.8708,-0.8256,-0.9058,1.503
0.314624,0.5379,-1.2467,-1.1715,1.793
0.336120,0.0032,-0.8098,5.5379,5.597
0.355701,0.3409,-0.5436,0.7533,0.990
0.376381,0.6721,-1.5026,-4.1943,4.506
0.396262,-0.2601,-1.5839,-0.8438,1.813
0.415724,-1.3435,-0.6844,-0.4255,1.567
0.436411,-1.0830,-0.3124,0.9113,1.450
0.455254,0.2742,0.4594,4.2614,4.295
0.476644,0.4924,2.1040,4.5936,5.076
0.495718,-1.1999,3.5955,3.0679,4.876
0.515937,-2.0457,3.5821,1.4340,4.367
0.535737,-0.9978,3.3278,0.1915,3.479
0.555908,0.3096,3.3537,-0.1106,3.370
0.576015,0.3774,3.1000,0.0394,3.123
0.596468,-0.2045,2.7954,0.8555,2.930
0.616262,0.0012,2.6648,0.8842,2.808
0.636084,1.3971,1.6722,-0.4342,2.222
0.656803,1.9202,0.0551,-2.4570,3.119
0.676551,-0.8922,-1.9228,-2.8081,3.518
0.696448,-3.6702,-2.8543,-0.8358,4.724
0.716524,-2.4483,-1.7030,0.3175,2.999
0.736597,0.8226,-0.6586,1.0694,1.501
0.756842,2.3105,-0.1421,0.3105,2.336
0.776887,0.7885,-0.5078,0.8649,1.276
0.796232,-0.1182,0.0788,1.0690,1.078
0.816990,0.4194,1.1101,-0.7248,1.391
0.836831,0.1716,0.1433,0.6558,0.693
0.857384,0.5759,0.2777,1.4957,1.627
0.877233,1.4200,1.2654,-0.1465,1.908
0.896812,2.9082,2.2150,-1.5240,3.961
0.917076,2.7803,0.6459,-1.3033,3.138
0.937103,0.5206,-1.8412,-0.5326,1.986
0.957531,-1.9540,-2.6642,-0.1734,3.309
0.977670,-2.9488,-1.9453,-2.6777,4.433
0.997270,-1.1293,0.7149,0.7101,1.513
1.017715,-0.0506,-0.9946,2.3009,2.507
1.037649,0.7005,-3.4864,0.8752,3.662
1.058302,0.2294,-4.4737,-1.0987,4.612
1.077993,-2.8832,-4.0325,-1.0975,5.077
1.098037,-3.9959,-1.8255,-1.0309,4.512
1.117596,-2.4065,-0.7621,-0.9570,2.700
1.138463,0.9367,2.1991,-3.7922,4.483
1.158667,7.4746,5.8380,2.0412,9.702
1.178685,7.7014,8.0287,1.5810,11.237
1.198555,5.6978,7.3118,-1.0997,9.335
1.218841,2.2481,3.4054,1.8170,4.467
1.238928,-2.4856,-3.0989,0.0031,3.973
1.259218,-4.9963,-8.9787,0.8551,10.311
1.279020,-2.5399,-4.1092,0.8815,4.911
1.299103,-0.7157,0.9741,-0.0175,1.209
1.319449,-0.5223,-3.4398,2.7019,4.405
1.339690,0.9601,-5.6172,-0.4511,5.716
1.359689,1.7084,-5.3119,-3.2295,6.447
1.379534,-4.8309,-2.4382,-3.5310,6.461
1.399541,-0.7961,7.1615,0.0689,7.206
1.421269,2.2440,10.8119,2.1403,11.248
1.440265,2.0271,4.2693,-0.2341,4.732
1.460419,0.2211,2.8040,-0.9222,2.960
1.480483,-0.7729,4.1460,0.6370,4.265
1.500481,0.5593,4.5837,0.7221,4.674
1.520934,2.1620,5.0972,-0.1119,5.538
1.540615,1.6045,2.4647,-0.3474,2.961
1.560718,-1.3183,-0.8855,0.5512,1.681
1.581293,-2.2836,-4.1422,0.7015,4.782
1.601347,-1.9477,-8.9060,-0.7739,9.149
1.621832,-2.7568,-11.8984,-0.3637,12.219
1.641023,-0.1031,-8.5354,0.3179,8.542
1.662085,-1.6268,-1.8261,-0.7006,2.544
1.681591,2.2583,6.9532,-2.8791,7.857
1.701667,4.3282,8.4483,0.7318,9.521
1.723041,1.1549,2.8390,2.0531,3.689
1.740936,2.4885,0.2696,-0.1735,2.509
1.763425,2.5823,0.5860,-1.3989,2.995
1.785665,2.2877,0.9764,-4.1097,4.804
1.802330,2.4470,-0.8847,-1.3644,2.938
1.821901,0.0922,-1.0508,5.7439,5.840
1.842415,-0.5033,-1.5321,0.4358,1.671
1.863762,0.1696,-1.7607,-1.6559,2.423
1.883043,0.1516,-1.3434,-0.6165,1.486
1.904249,-0.2125,2.6691,0.0232,2.678
1.921995,-0.0510,6.0870,-0.0138,6.087
1.943519,-0.3542,-0.4342,-0.6226,0.838
1.962856,-0.6426,-2.3785,0.7551,2.577
1.983451,-0.3549,-1.5993,0.3949,1.685
2.004064,-0.1370,1.2597,-0.8993,1.554
2.023250,0.3582,4.2965,-0.7352,4.374
2.046713,1.1100,3.3419,0.5188,3.559
2.063927,1.0156,1.6202,0.6474,2.019
2.084169,1.0723,1.7708,-0.2634,2.087
2.104396,1.8323,2.2867,-0.8410,3.048
2.124343,1.3512,0.4764,-0.4802,1.511
2.144963,-1.3020,-10.0335,-1.8045,10.277
2.164725,-1.9378,-15.3816,0.7428,15.521
2.185333,-1.5583,-3.0211,2.4355,4.182
2.204460,-0.4227,2.6150,3.0042,4.005
2.227274,-0.6868,-0.7563,0.3499,1.080
2.244697,-0.3648,-1.3372,0.2345,1.406
2.266139,-0.1222,-0.0176,0.6025,0.615
2.287229,-0.1724,-0.4678,1.0964,1.204
2.305423,-1.0620,-0.4816,2.6219,2.870
2.328611,-2.6657,0.2474,3.2994,4.249
2.344648,-2.3918,0.0353,2.8130,3.693
2.367055,-1.9312,-0.0059,0.1354,1.936
2.385532,-1.0860,-0.8816,0.9067,1.667
2.407100,-0.3184,-2.0973,0.9428,2.321
2.426541,-0.3861,-1.1486,-0.6451,1.373
2.446808,-0.0303,0.9866,0.0526,0.988
2.465409,0.1543,1.3042,2.0773,2.458
2.484991,0.2309,0.5979,2.0449,2.143
2.506708,1.3428,0.5028,-1.6847,2.212
2.526273,1.8627,-0.1207,-3.0361,3.564
2.545988,0.1902,-0.5155,-1.4546,1.555
2.566040,-0.8433,-0.6674,-0.2572,1.106
2.585406,-0.1796,0.3698,-0.9639,1.048
2.610493,0.0087,1.8589,-1.4490,2.357
2.626307,-0.8156,2.2495,-1.6544,2.909
2.651751,-1.1030,2.3331,-1.4910,2.980
2.665566,-0.5564,2.1572,-1.0896,2.480
2.690555,0.6959,1.8183,-0.5173,2.014
2.706729,1.2126,1.4580,0.1836,1.905
2.729716,1.4331,1.5875,1.5612,2.648
2.746061,1.8873,2.1688,2.6646,3.920
2.768283,1.4350,1.7126,2.6242,3.447
2.786728,0.4099,0.1644,1.5425,1.604
2.808863,-0.3383,-1.6987,1.3608,2.203
2.828569,1.0273,-2.4434,3.3238,4.251
2.851442,2.6711,-1.8670,4.2524,5.358
2.866652,-0.8598,-0.4114,1.9058,2.131
2.891760,-3.3750,-0.9951,1.3749,3.778
2.906594,-1.2312,-1.1471,1.2831,2.116
2.927125,-0.0407,-3.5351,0.8767,3.642
2.949257,-1.5384,-4.7240,-4.5421,6.732
2.969580,-0.1569,-0.9038,-7.5919,7.647
2.988974,2.5309,1.5465,-2.6082,3.950
3.012902,2.7457,2.8766,2.1338,4.513
3.039377,3.5568,4.9951,2.3572,6.569
3.046839,3.7271,3.3924,0.2608,5.047
3.067279,0.3502,-0.2608,-3.0879,3.119
3.093035,-2.7776,-2.1155,-2.4357,4.257
3.112836,-4.1737,-1.9242,-0.3259,4.607
3.127722,-3.2726,0.2529,0.7334,3.363
3.150688,-2.0223,1.2436,-1.6285,2.879
3.174570,-2.4240,0.9011,-1.7665,3.132
3.189220,-2.5542,-0.0538,-0.2014,2.563
3.210388,-0.3294,-0.3343,1.1077,1.203
3.230359,2.4153,0.5088,0.9163,2.633
3.250552,2.9555,1.4222,1.6154,3.656
3.271789,1.6738,1.2013,1.8325,2.757
3.294169,0.0842,0.1249,0.2082,0.257
3.309188,-0.2125,-0.5656,-2.3183,2.396
3.330859,0.6605,-0.8327,-1.5215,1.856
3.349462,0.3093,-0.7770,1.9705,2.141
3.376997,-0.8000,-0.9830,4.2820,4.466
3.406245,-0.9511,-1.5439,3.0721,3.567
3.411236,-0.7596,-1.1395,1.5333,2.056
3.431617,-2.0083,-0.3130,1.4054,2.471
3.454305,-3.4813,-1.1060,0.5958,3.701
3.471872,-3.8960,-1.6211,0.2978,4.230
3.494023,-3.5790,-1.9466,0.5000,4.105
3.511748,-4.5906,-3.9212,0.3991,6.051
3.533147,-2.6563,-4.3699,2.0027,5.492
3.549752,-0.2359,-3.9357,3.4414,5.233
3.570964,0.5025,-2.4039,2.0787,3.217
3.589910,1.3481,0.4381,0.0061,1.418
3.611508,2.2910,1.3865,0.8953,2.824
3.630666,2.1424,-0.7043,-0.1581,2.261
3.651779,1.7074,-2.9800,-4.0316,5.296
3.670416,1.3846,-3.4768,-6.2522,7.287
3.691612,-0.3228,-2.5513,-3.0281,3.973
3.712021,-0.4591,-1.7266,-0.3567,1.822
3.732096,0.2280,-2.0707,-2.4592,3.223
3.750700,0.9619,-0.7031,-4.0885,4.259
3.776733,0.4819,0.8328,-4.9818,5.074
3.791634,-0.6360,1.6390,-3.4660,3.886
3.811774,-1.0090,2.7924,-2.1244,3.651
3.833336,-0.6799,4.0147,-3.2338,5.200
3.850762,0.2243,4.4849,-3.3447,5.599
3.873465,0.8655,5.0630,-3.7563,6.363
3.896277,0.5940,4.8193,-4.0337,6.313
3.912755,-0.1980,4.0877,-3.3569,5.293
3.931160,-0.4352,4.0102,-1.3819,4.264
3.952323,-0.1558,3.3243,-0.2245,3.336
3.978329,0.1731,1.6023,0.5606,1.706
3.997079,0.6993,-2.9163,1.8791,3.539
4.013596,1.9819,-8.8880,4.5454,10.178
4.032670,2.2196,-11.5282,6.4010,13.372
4.052888,1.1109,-5.6220,5.2835,7.795
4.075749,1.9407,2.8027,3.1160,4.619
4.095392,3.7188,5.4018,0.2264,6.562
4.112730,3.8394,0.5236,-3.2005,5.026
4.131553,-1.1718,-7.4154,-7.4386,10.569
4.152496,-4.9415,-7.0198,-7.2278,11.222
4.174596,-0.8417,0.9294,-2.7684,3.039
4.194601,0.9445,3.5188,1.6588,4.003
4.214470,1.4099,6.3815,4.3765,7.865
4.234614,4.6795,5.7233,-0.7757,7.433
4.254648,3.6013,0.1246,-8.3035,9.052
4.275382,-0.8477,-3.6831,-5.2075,6.434
4.295133,-5.4221,-2.4677,0.6860,5.997
4.314767,-4.5415,0.1003,2.1054,5.007
4.336500,-0.4341,1.9604,0.9059,2.203
4.355113,1.2246,1.6277,-0.9225,2.236
4.375326,1.1696,0.4037,-0.4645,1.322
4.395131,0.3732,0.2765,0.4214,0.627
4.415767,-0.5392,0.5512,0.7216,1.056
4.436908,-0.5763,-0.3968,-0.2347,0.738
4.455630,0.4096,-0.4669,-1.2686,1.412
4.474898,1.7733,0.2053,0.2956,1.809
4.494566,1.4325,-0.5167,3.0177,3.380
4.518738,-0.6058,-0.8971,2.8194,3.020
4.534985,-1.8508,-0.5001,1.8978,2.698
4.556355,-2.1131,-0.4136,1.7228,2.758
4.575060,-2.6045,-0.6740,1.3889,3.028
4.595865,-3.8175,-1.5806,0.6014,4.175
4.614210,-4.9263,-2.1997,0.2955,5.403
4.634709,-4.1020,-3.4955,1.4267,5.575
4.655052,-3.5734,-4.9673,2.9039,6.773
4.675630,-2.3204,-4.3607,3.4303,6.014
4.695860,-1.0492,-3.4551,3.2670,4.870
4.715464,0.5087,-0.9571,1.4499,1.810
4.737373,1.6015,0.7791,-0.2832,1.803
4.756960,3.1335,0.0512,1.0473,3.304
4.774772,2.9871,-2.1555,-2.6859,4.559
4.797494,1.4064,-3.8442,-7.8347,8.840
4.822691,0.6056,-3.2892,-5.5381,6.470
4.836084,-0.1880,-2.5759,0.6598,2.666
4.856472,-0.3517,-3.2300,-1.4839,3.572
4.877669,0.7834,-0.6234,-2.3292,2.535
4.897690,0.0920,1.3125,-4.2225,4.423
4.917616,-0.8818,1.6829,-5.5012,5.820
4.935936,-1.3462,2.4260,-5.8381,6.464
4.956598,-0.4907,3.4937,-4.6435,5.832
4.977296,0.7956,4.7368,-3.7948,6.121
4.996810,1.3082,5.7511,-3.4267,6.821
5.017151,1.1991,6.0676,-3.2304,6.978
5.037160,0.5786,5.5313,-3.1269,6.380
5.056739,0.4059,4.9010,-2.0113,5.313
5.078892,0.4994,3.8598,-0.5269,3.927
5.096634,0.6438,1.7579,1.2880,2.272
5.119084,0.4640,-2.6998,4.9169,5.628
5.136617,0.4334,-9.8593,7.8514,12.611
5.157868,0.4738,-12.0146,7.5529,14.199
5.176498,0.9044,-5.1592,4.2483,6.744
5.197591,3.1033,0.1885,1.5861,3.490
5.216654,5.8252,0.2484,0.2701,5.837
5.237911,4.5043,-5.7082,-5.1857,8.931
5.257049,-0.4681,-6.4498,-11.3391,13.054
5.277332,-0.3859,3.8432,-8.3127,9.166
5.297835,1.1527,4.7088,-1.2902,5.017
5.320002,-1.9613,5.1103,1.2769,5.621
5.339847,-1.5017,6.2552,2.2090,6.802
5.360541,0.7315,0.4944,-4.8238,4.904
5.384065,-1.8910,-4.2273,-8.3829,9.577
5.397484,-3.8219,-2.5581,-2.6033,5.285
5.417567,-2.0368,0.6431,2.0235,2.942
5.437811,-0.2201,1.6988,1.7868,2.475
5.457701,0.6585,0.8262,-1.7408,2.036
5.482737,1.0356,-0.4466,-0.4702,1.222
5.497622,1.0674,-0.5936,2.5263,2.806
5.519023,1.1866,0.0026,2.6638,2.916
5.538125,1.4005,-0.2473,0.6386,1.559
5.559076,1.5374,-0.6013,-1.7028,2.372
5.581960,0.9931,-0.1161,-0.2968,1.043
5.597777,-0.1170,-0.3447,2.5952,2.621
5.620028,-1.3444,0.5249,2.8086,3.158
5.638447,-2.2818,1.4816,0.8891,2.862
5.658752,-1.9490,0.5390,0.3323,2.049
5.678384,-1.2391,-0.6701,1.9446,2.401
5.698577,-1.8912,-0.9735,2.2708,3.111
5.718817,-4.2113,-1.6549,0.6011,4.565
5.738849,-4.4577,-2.5757,0.7516,5.203
5.759054,-3.7732,-4.2008,1.6935,5.895
5.778907,-2.8203,-4.5238,1.9004,5.659
5.798833,-1.5979,-3.6324,2.8456,4.883
5.820157,-1.5204,-3.0996,1.8610,3.922
5.847272,-0.2318,-1.3131,0.7767,1.543
5.859455,2.2908,-0.1921,-0.1422,2.303
5.879426,5.0013,-0.0531,-0.9171,5.085
5.900075,4.6131,-2.6263,-1.4539,5.504
5.920018,4.2694,-3.7711,-2.0897,6.068
5.939779,2.5352,-3.0659,-4.3248,5.876
5.960086,-0.1758,-0.9686,-3.3414,3.483
5.980465,-1.1202,-0.1420,0.2120,1.149
6.000547,-1.2990,-1.2345,-2.2708,2.893
6.021356,-0.9654,-0.3880,-4.1571,4.285
6.040356,-0.4056,0.8995,-4.7481,4.850
6.060735,-0.3347,2.2666,-3.7883,4.427
6.080549,-0.6912,3.6257,-3.3937,5.014
6.100559,0.2844,4.3436,-3.5675,5.628
6.120358,0.4600,4.0665,-4.2685,5.913
6.141408,-0.0115,3.9821,-4.5290,6.031
6.162698,-0.5381,3.9500,-4.2996,5.863
6.181360,-0.7518,4.1641,-3.5291,5.510
6.201319,-0.3768,4.0331,-2.0926,4.559
6.221381,0.0903,3.2333,-0.0282,3.235
6.240590,0.0239,1.2678,2.5439,2.842
6.262472,0.5322,-3.6831,5.2485,6.434
6.282401,1.9406,-11.0396,8.0586,13.805
6.301421,0.6487,-9.9333,7.3786,12.391
6.323233,0.9949,-2.5644,3.6471,4.568
6.343831,4.5418,-0.7074,0.4622,4.620
6.366695,5.8186,-3.1571,-1.3024,6.747
6.389696,2.8384,-8.5218,-8.3754,12.281
6.403211,-0.6348,-0.0970,-9.0533,9.076
6.423481,2.1361,5.9910,-6.2684,8.930
6.444694,0.0322,5.3168,-3.3579,6.288
6.466466,-1.5899,6.3902,2.1546,6.929
6.487998,1.0604,3.0359,1.4451,3.526
6.504170,-0.5116,-3.5782,-6.0281,7.029
6.522946,-3.5351,-4.9215,-4.8308,7.749
6.544160,-2.8404,-1.4455,-0.0338,3.187
6.565468,-1.3408,1.5536,2.3754,3.139
6.584027,-0.5924,1.9234,1.5740,2.555
6.603179,0.2288,1.1771,-0.1075,1.204
6.624097,0.3443,0.1032,-0.6916,0.779
6.644292,0.2309,-0.1625,0.0681,0.290
6.666618,-0.4418,0.2761,1.7567,1.832
6.685122,-0.4172,0.4161,1.0849,1.235
6.705677,0.0632,0.1298,-0.6057,0.623
6.725143,0.1619,0.3002,-0.3304,0.475
6.746273,0.6091,0.3439,0.8656,1.113
6.767848,0.4963,0.4055,1.9639,2.066
6.784950,-1.1665,-0.1273,2.6700,2.916
6.807302,-2.3354,-1.4765,3.1680,4.204
6.826899,-2.6848,-1.8919,3.1679,4.563
6.847305,-3.5407,-2.0579,2.4865,4.791
6.866807,-4.4060,-1.6024,0.6053,4.727
6.885098,-4.9036,-2.7990,-0.0441,5.646
6.904569,-4.9124,-5.7363,1.2112,7.649
6.927093,-2.5410,-4.4783,3.2590,6.094
6.945657,-1.0917,-3.6281,2.4951,4.537
6.966850,0.0838,-1.9877,0.5200,2.056
6.985218,1.9378,0.6648,-0.5826,2.130
7.004466,3.6756,0.6955,0.3288,3.755
7.025226,3.9991,-2.4759,-1.3429,4.891
7.047183,2.8515,-3.9385,-3.3001,5.877
7.066597,0.6832,-3.2992,-7.3059,8.045
7.087429,-1.1519,-1.3205,-1.9252,2.603
7.107912,-0.9218,-1.4054,-1.2843,2.115
7.127307,-0.8638,-1.1926,-2.7233,3.096
7.147483,-1.1081,0.0650,-4.2988,4.440
