time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001074,-0.2225,-0.4184,-0.0359,0.475
0.018677,-0.1033,0.0028,0.1422,0.176
0.038834,-0.1397,0.3429,0.0683,0.376
0.058978,-0.2584,0.6375,-0.0331,0.689
0.079257,-0.2654,0.6408,-0.0077,0.694
0.099021,-0.1079,0.2002,-0.0436,0.232
0.119324,0.1115,0.1776,0.2301,0.311
0.139299,-0.4402,0.0450,0.3047,0.537
0.159840,-0.2675,0.1338,-0.0265,0.300
0.178456,-0.3205,0.3161,0.2222,0.502
0.199496,-0.1397,0.2186,0.0861,0.273
0.218726,-0.0746,0.1868,0.2279,0.304
0.239755,-0.2492,0.0696,0.3450,0.431
0.260172,-0.2932,0.1531,0.0042,0.331
0.279844,-0.2392,0.0591,-0.0780,0.258
0.298777,-0.2298,-0.4981,-0.0940,0.557
0.320140,0.0560,-0.0094,-0.3691,0.373
0.339054,0.1092,0.5433,-0.2793,0.621
0.360418,0.1098,0.9738,-0.0355,0.981
0.378996,-0.2676,1.4531,0.3716,1.524
0.400477,-0.9661,0.8422,1.1978,1.754
0.419607,-1.0077,-1.0332,1.4322,2.033
0.440862,-0.2276,0.0679,0.4904,0.545
0.459569,-0.7398,0.7011,-0.0485,1.020
0.479453,-0.8602,1.3887,-0.2461,1.652
0.499892,-0.5621,1.7158,-0.3940,1.848
0.520072,-0.6138,1.7451,1.0614,2.133
0.540191,-0.1750,2.4691,1.3089,2.800
0.560050,0.8521,3.1182,-0.0938,3.234
0.580143,2.3790,3.3841,-0.4987,4.167
0.600428,3.0697,3.2956,-1.4373,4.728
0.620804,1.8338,1.7004,-1.8048,3.084
0.640677,-0.4586,0.8818,2.9323,3.096
0.660327,-0.7380,0.5693,1.1890,1.511
0.680648,0.0115,-0.1418,-0.7215,0.735
0.700647,0.2393,-1.1455,-0.6858,1.356
0.720957,-0.1970,-2.0047,0.2180,2.026
0.741025,-0.6650,-2.1097,0.2549,2.227
0.760870,-1.2404,-2.8115,0.7572,3.165
0.781029,-1.8305,-3.1716,0.5377,3.701
0.801088,-1.7687,-3.1323,0.2826,3.608
0.821109,-1.0078,-3.0207,0.3660,3.205
0.841016,-0.1391,-2.2723,1.1155,2.535
