time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001888,0.1036,-0.4771,-1.9851,2.044
0.016020,-0.1827,-0.1035,-0.9501,0.973
0.035637,-0.1810,0.2033,-0.2913,0.399
0.056914,0.0474,0.3084,-0.5859,0.664
0.076363,0.2381,0.1566,-0.5190,0.592
0.095262,-0.1597,-0.3191,-0.4646,0.586
0.116519,-0.1771,-0.5760,-0.7559,0.967
0.138270,0.0224,-0.3014,-0.8759,0.927
0.155541,-0.1177,-0.3363,0.1172,0.375
0.178193,-0.1536,-0.4678,1.0050,1.119
0.196330,-0.1943,-0.7373,0.7037,1.038
0.218551,-0.7900,-1.3720,-0.2640,1.605
0.236554,-1.7176,-1.8695,-2.7303,3.728
0.262868,-0.7010,-1.0284,0.1779,1.257
0.275979,0.1617,-0.2926,0.9555,1.012
0.296821,1.9817,1.0870,-0.8336,2.409
0.317049,3.4551,2.6540,0.3268,4.369
0.339345,1.4585,1.9900,2.1329,3.261
0.355897,-1.0327,0.3011,-0.2368,1.101
0.379323,-0.4810,0.1635,-3.0260,3.068
0.397110,-0.1053,0.1946,-3.7700,3.776
0.418606,-1.2583,-0.0289,-3.1513,3.393
0.436307,-1.5365,-0.3537,-1.1071,1.927
0.459731,-1.0704,-0.3376,-0.0371,1.123
0.476579,-0.0826,0.5452,1.2088,1.329
0.497791,2.3245,2.3559,7.8788,8.546
0.516965,0.6765,1.3720,0.6396,1.658
0.538540,0.7764,0.8020,-0.2927,1.154
0.560108,0.6309,1.0062,0.4232,1.261
0.579613,0.8719,0.9799,-0.2861,1.343
0.599916,0.1994,0.0382,-1.4054,1.420
0.620338,-1.8051,-0.6430,-0.0466,1.917
0.640784,-1.8487,-0.7392,2.3077,3.048
0.660328,0.6094,0.1211,0.6686,0.913
0.677774,3.0721,-0.5833,-2.7464,4.162
0.699903,0.4527,-1.8560,-3.7067,4.170
0.720983,-3.7728,-2.7240,1.7279,4.964
0.740778,-8.6719,-6.4011,6.4087,12.540
0.760599,-5.5392,-5.6541,3.1913,8.534
0.780060,16.2067,6.1735,-12.2572,21.237
0.800355,3.9822,1.3821,-3.8491,5.708
0.819837,0.7745,3.0251,0.7002,3.200
0.839986,0.7111,1.7390,0.1145,1.882
0.861234,-0.5732,1.1788,0.1450,1.319
0.880933,-1.4333,2.0121,1.0247,2.674
