time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.008307,-0.1425,-0.2320,0.0444,0.276
0.028452,0.1938,-0.1105,-0.3259,0.395
0.048666,0.4066,-0.1084,-0.5028,0.656
0.068605,0.1709,-0.3339,-0.9447,1.016
0.088761,-0.1958,-0.4042,-1.2159,1.296
0.109085,0.1767,-0.0399,-0.2000,0.270
0.129197,0.5884,0.3116,0.8919,1.113
0.149200,0.4288,0.0154,-0.6712,0.797
0.169739,0.0230,-0.2941,-0.9286,0.974
0.189242,-0.1613,0.0076,-0.3535,0.389
0.209622,0.3616,0.2558,0.0015,0.443
0.230103,0.5145,-0.0133,0.1183,0.528
0.249651,-0.1419,-0.2953,-0.3159,0.455
0.269919,-0.1045,-0.2242,-0.3423,0.422
0.289944,0.4589,-0.1163,-0.2358,0.529
0.310445,0.3526,0.0128,-0.2671,0.443
0.330561,0.1605,-0.1965,-0.6427,0.691
0.350495,-0.4842,-0.7088,-0.3388,0.923
0.371433,-1.3187,-1.4375,0.2815,1.971
0.390813,-1.5095,-1.3964,0.3509,2.086
0.410983,0.6451,0.2947,0.9940,1.221
0.431695,1.0804,1.2386,-0.2216,1.658
0.451299,1.1807,0.4374,-0.9626,1.585
0.471556,2.3499,0.3830,-1.1328,2.637
0.492381,1.2873,0.6936,-0.5627,1.567
0.511612,0.3121,0.9396,-0.3133,1.038
0.531070,0.5815,1.0509,-0.0502,1.202
0.551789,0.9411,0.6053,-0.6283,1.283
0.571722,0.8074,0.2359,-0.2439,0.876
0.592423,-0.4742,-1.2112,-0.8930,1.578
0.614243,-2.0280,-3.4548,0.5439,4.043
0.632013,-1.8349,-1.6359,2.3326,3.389
0.651554,-1.4131,-0.7379,0.5537,1.688
0.672695,-1.7154,-1.8699,-4.2567,4.956
0.692997,2.2366,-1.5257,-4.7613,5.477
0.712072,4.0860,-0.7574,0.0378,4.156
0.732189,2.6601,3.2055,2.7129,4.971
0.752322,2.0771,4.2853,0.4394,4.782
0.772065,3.0826,1.9270,-0.4704,3.666
0.792478,3.5827,0.7361,-0.5740,3.702
0.814051,1.2856,1.0221,0.0085,1.642
0.833212,0.6116,1.7578,0.6006,1.956
0.853711,4.7830,4.2902,-2.9630,7.075
0.872799,-0.7984,-1.4972,-2.3683,2.913
0.893707,-3.9464,-2.9126,5.6335,7.470
0.912659,-5.4385,-2.5768,0.1584,6.020
0.934266,-2.7566,-1.0781,-1.0545,3.142
0.953120,0.4630,3.5848,0.4454,3.642
0.974935,0.9065,4.1101,0.6065,4.252
0.993004,0.6959,2.4724,0.3171,2.588
1.014733,-1.0984,2.6023,-0.2000,2.832
1.033004,0.9169,2.1755,0.2693,2.376
1.053067,1.4515,1.7528,-0.9416,2.463
1.072839,-1.2288,-1.8475,-2.0663,3.032
1.095013,0.4055,-2.7952,1.4100,3.157
1.113294,0.8952,-1.8748,0.1853,2.086
1.133881,2.0401,0.9841,-1.6837,2.822
1.154180,2.5040,-0.1502,-9.2626,9.596
1.175033,1.6714,-4.2099,0.5892,4.568
1.193755,-0.9119,-3.7650,7.3836,8.338
1.214486,-1.6935,-0.5748,4.1630,4.531
1.233968,-0.6006,0.0057,-0.5067,0.786
1.258915,0.6485,-0.2213,-1.6071,1.747
1.273998,0.9341,-0.8461,0.2305,1.281
1.296690,0.7206,-1.3214,0.4694,1.577
1.313883,0.3432,-1.3528,-0.2935,1.426
1.336625,0.3728,-1.4565,-0.3161,1.536
1.354294,0.9629,-0.8353,-0.3640,1.326
1.375118,0.6390,-0.5570,0.1698,0.865
1.395944,0.2058,-0.0409,-0.1358,0.250
1.417209,-0.1325,0.1408,-0.6501,0.678
