time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.008141,-0.1253,-1.1245,-0.7004,1.331
0.028516,-1.7083,-2.7174,-0.3883,3.233
0.047792,-2.3842,-2.7940,-2.2428,4.304
0.069125,-0.4810,-1.4431,-2.7916,3.179
0.089980,0.5852,-1.1285,-0.2576,1.297
0.110902,-0.5010,-2.0331,1.2935,2.461
0.130237,-1.1296,-2.4133,-0.6551,2.744
0.147968,-1.1640,-2.6385,-2.5026,3.818
0.169398,-0.7907,-2.1967,-2.5216,3.436
0.188135,-0.3525,-1.7560,-1.4376,2.297
0.209533,-0.5805,-1.8782,-0.5831,2.051
0.228346,-0.8154,-2.1010,-0.7836,2.386
0.250487,-0.3636,-2.0359,-0.8063,2.220
0.268344,0.0380,-1.6413,-1.0966,1.974
0.289990,0.2562,-1.4234,-1.7619,2.279
0.313985,0.7127,-1.4999,-1.4857,2.228
0.330290,0.6397,-1.6963,-0.2358,1.828
0.353687,-0.2088,-1.8100,0.5964,1.917
0.371081,-0.8272,-2.1108,-0.8017,2.405
0.393514,-1.0617,-2.4120,-3.3289,4.246
0.411268,-1.1116,-2.9258,-4.3182,5.333
0.433898,-1.4482,-2.9758,-3.2481,4.637
0.450658,-0.9482,-1.9770,-1.8172,2.848
0.469584,0.8118,-0.5541,-1.3782,1.693
0.490492,2.8033,0.1497,-0.9211,2.955
0.509533,3.5527,0.7258,0.7373,3.700
0.531792,2.3886,0.6995,1.6142,2.967
0.554061,0.8173,0.1918,2.5366,2.672
0.571845,-0.5275,-0.8037,-0.5494,1.107
0.592841,-0.5387,-1.3674,-1.9669,2.455
0.612280,-1.1862,-1.4120,-2.4422,3.060
0.633345,-2.0492,-1.9576,-2.6782,3.899
0.652968,-2.0897,-2.0065,-2.3584,3.736
0.674714,-0.2808,-1.3054,-1.4721,1.987
0.695493,1.5321,-0.3534,-1.2398,2.002
0.713606,0.7371,-0.3170,-1.1482,1.401
0.733710,-0.4804,-1.0261,-1.0274,1.529
0.753456,0.2346,-0.6751,-0.8129,1.082
0.773637,1.1428,-0.7937,-0.9078,1.661
0.792973,0.0117,-1.3885,-2.2310,2.628
0.812925,-0.6599,-2.7572,-2.6662,3.892
0.833471,-0.9075,-3.6785,-1.4547,4.058
0.854025,-2.8641,-4.0935,-1.4958,5.215
0.872845,-3.3208,-3.5517,-1.8323,5.196
0.893299,0.0373,0.7717,-2.1076,2.245
0.912922,4.8654,3.9490,0.8566,6.325
0.934388,4.2338,5.9815,1.8666,7.562
0.953407,2.6977,4.2086,-3.8317,6.299
0.974477,2.1571,2.8602,-3.6218,5.094
0.994888,2.1699,3.1987,-2.0534,4.377
1.014891,2.9899,3.9808,-1.1634,5.113
1.034774,0.5878,1.6940,-2.0189,2.700
1.055602,-5.2848,-2.7178,-1.9352,6.250
1.073544,0.5414,-1.7357,0.6519,1.932
1.095818,3.1781,-0.0954,-4.2869,5.337
1.115947,-1.4420,-1.6765,-2.3205,3.205
1.133387,1.5304,-3.1366,0.0488,3.490
1.154274,-0.2383,-4.8004,-2.5644,5.448
1.174469,-1.3056,-4.1356,-2.7516,5.136
1.193803,-0.3537,-1.9120,-1.7038,2.585
1.214779,0.2794,-0.4452,-1.3865,1.483
1.236447,0.6006,0.2746,-1.8740,1.987
1.256469,1.7011,1.5053,-1.8764,2.946
1.276004,2.0394,1.8713,-1.0794,2.971
1.294496,1.5644,0.7309,-1.0008,1.996
1.316358,-1.3572,-0.3006,-1.4460,2.006
1.336058,-1.9723,-0.3858,-2.1905,2.973
