frequencies,walking_type
0.862068965517242,noshoes
0.8692052980132488,noshoes
0.8715236976106517,noshoes
0.8508914100486216,noshoes
0.8980785296574751,noshoes
0.9069767441860463,noshoes
0.928984310487202,noshoes
1.51734104046243,noshoes
