time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.001837,-1.8470,0.1857,-1.5560,2.422
0.002215,-1.7246,0.2604,-1.4890,2.293
0.017916,-1.7260,0.1784,-1.3736,2.213
0.036700,-1.8179,0.1929,-1.4260,2.318
0.059251,-1.8795,0.1758,-1.4757,2.396
0.077478,-1.9987,0.2438,-1.4231,2.466
0.097429,-1.9070,0.3310,-1.4554,2.422
0.117472,-1.8970,0.2840,-1.3660,2.355
0.137273,-1.9686,0.2237,-1.3570,2.401
0.157467,-1.8090,0.2909,-1.5591,2.406
0.180239,-1.6150,0.3836,-1.4855,2.228
0.198806,-1.5409,0.4547,-1.3641,2.108
0.218023,-1.6865,0.3599,-1.3754,2.206
0.240547,-1.8540,0.1129,-1.5144,2.397
0.258484,-1.9409,-0.0815,-1.4090,2.400
0.281165,-1.9499,0.0095,-1.3415,2.367
0.299981,-1.7381,0.0742,-1.4425,2.260
0.320590,-1.6179,0.3113,-1.3881,2.154
0.340208,-1.7102,0.4932,-1.3746,2.249
0.360893,-1.6021,0.6666,-1.4085,2.235
0.380465,-1.5483,0.5997,-1.5312,2.259
0.400615,-1.9956,0.7910,-1.5035,2.621
0.420405,-2.7605,0.7955,-1.2418,3.130
0.441344,-1.4360,1.0778,-0.9136,2.015
0.460189,-1.1962,0.7988,-1.4362,2.033
0.480198,-1.2882,0.9900,-1.1964,2.018
0.500877,-1.3272,1.6311,-1.2044,2.423
0.520423,-1.2137,1.8879,-1.3651,2.627
0.540926,-1.3569,2.3530,-1.2424,2.987
0.561310,-1.1008,2.4350,-1.1877,2.924
0.579334,-2.0687,1.2267,-1.0982,2.644
0.601006,-4.2975,0.8700,-0.2393,4.391
0.621476,-3.6391,-0.3346,-0.1944,3.660
0.640707,-1.4979,-1.2266,-1.5960,2.509
0.661627,0.1036,2.9692,0.5073,3.014
0.681055,1.7260,5.1414,-2.9433,6.171
0.702111,-0.0466,1.9226,-5.4954,5.822
0.722042,-2.4468,0.1655,0.7757,2.572
0.742192,-2.9392,-0.1314,0.1875,2.948
0.762096,-1.7644,-0.1142,-0.5871,1.863
0.782335,-0.4968,0.3565,-1.2191,1.364
0.802492,-0.4602,-0.0437,-2.0965,2.147
0.822589,-0.8950,-0.7558,-1.6122,1.993
0.840848,-1.1718,-0.7761,-0.7848,1.610
0.862571,-1.5524,-0.5362,-1.2121,2.041
0.881115,-1.5149,0.4439,-1.6333,2.271
0.902711,-1.4223,0.2439,-1.7436,2.263
0.922764,-1.5503,0.3566,-1.1292,1.951
0.943030,-2.1479,-0.6779,-0.7817,2.384
0.961240,-2.3776,-2.8098,-1.6186,4.021
0.983265,-3.2928,-9.9996,-1.8962,10.697
1.001321,-3.8182,-9.3811,-0.7384,10.155
1.023304,-1.2004,1.4565,-0.0696,1.889
1.041370,-1.0845,1.8616,-1.1840,2.458
1.063494,-1.9828,-0.1603,-1.0500,2.249
1.082967,-1.8992,-0.0519,-0.8159,2.068
1.103851,-1.1534,-0.0631,-0.9720,1.510
1.121870,-0.4782,-0.1029,-1.0007,1.114
1.143773,-0.4565,0.1104,-1.0021,1.107
1.163925,-1.1392,0.0612,-1.1192,1.598
1.184113,-1.9479,0.0595,-0.8749,2.136
1.204231,-2.7483,0.2437,-0.5512,2.814
1.224142,-2.4107,0.0661,-1.5739,2.880
1.245746,-2.2366,-0.1026,-1.5367,2.716
1.264319,-3.4218,-0.1499,-0.9828,3.563
1.284516,-3.4686,-0.3025,-0.6671,3.545
1.304366,-3.0245,-0.2437,-1.2742,3.291
1.324612,-3.5449,0.0025,-1.9286,4.036
1.347320,-2.9604,0.3332,-1.1835,3.206
1.364752,-1.7835,0.3658,-0.9529,2.055
1.384892,-0.6076,0.0724,-1.8466,1.945
1.404792,-0.2260,-0.0304,-2.0934,2.106
1.425092,-1.6404,-0.0422,-0.9702,1.906
1.446360,-1.5331,0.2367,-0.3137,1.583
1.465047,-0.5401,0.3712,-0.3043,0.723
1.485396,-0.7068,0.1137,-0.6080,0.939
1.505636,-0.7015,0.3151,-0.7961,1.107
1.525519,-0.5906,0.3343,-0.7202,0.990
1.546321,-1.4286,0.5154,-0.5914,1.630
1.565791,-2.4296,0.4239,-1.0160,2.667
1.586116,-2.5158,0.1746,-1.0877,2.746
1.606153,-2.9001,0.1314,-0.8919,3.037
1.626048,-2.7688,0.1827,-0.8895,2.914
1.644242,-2.0638,0.4343,-0.6447,2.205
1.666341,-1.6934,0.4551,-0.3711,1.792
1.690383,-1.6777,-0.0699,-0.4610,1.741
1.706380,-1.8968,-0.0706,-0.7454,2.039
1.727199,-2.0059,0.3678,-0.6343,2.136
1.746740,-2.1664,-0.2654,0.0124,2.183
1.766608,-2.0020,-0.6220,0.3804,2.131
1.786542,-2.2712,-0.3541,0.2413,2.311
1.808524,-2.8541,0.0221,-0.1826,2.860
1.826761,-3.7487,0.0008,-0.3605,3.766
1.846816,-5.0723,-1.2695,-0.9638,5.317
1.865930,-5.0137,-3.2479,-2.4464,6.455
1.887104,-2.8650,-2.7102,-2.1799,4.506
1.905974,-0.4270,-1.2522,-0.9545,1.631
1.927163,0.4783,-1.4822,-0.0352,1.558
1.946313,0.3236,-1.7114,0.8813,1.952
1.967495,0.2396,-0.5150,1.2328,1.357
1.986506,-0.5002,1.2729,0.9103,1.643
2.007668,-1.4549,1.6041,-0.2016,2.175
2.026560,-2.5493,0.9165,-1.2869,2.999
2.047722,-3.6736,-0.2187,-1.7092,4.058
2.066956,-3.2852,-1.1616,-1.7256,3.888
2.087995,-1.8488,-1.5041,-3.0776,3.893
2.107108,-0.2863,-1.3946,-4.0263,4.271
2.127270,0.1764,-0.7662,-3.9176,3.996
2.147266,-0.2515,0.1127,-2.5977,2.612
2.167593,-0.9543,0.1750,-1.8940,2.128
2.190390,-1.6276,-0.0305,-2.0115,2.588
2.209356,-2.2256,-0.0329,-1.8135,2.871
2.227646,-2.4172,0.0905,-1.8687,3.057
2.247874,-2.3816,0.2059,-1.9518,3.086
2.267900,-1.5784,0.8385,-1.8400,2.565
2.288029,-0.7153,1.2435,-1.6441,2.182
2.308087,-0.1797,1.4206,-1.3378,1.960
2.329152,-0.1828,1.7483,-1.2910,2.181
2.348258,-0.5277,1.8320,-1.1970,2.251
2.367619,-1.1128,1.4802,-0.9243,2.070
2.387560,-1.5581,0.8311,-0.6849,1.894
2.408030,-1.8196,0.2747,-0.3295,1.870
2.428508,-1.8608,-0.0390,0.1128,1.865
2.448779,-1.8020,0.0600,0.4634,1.862
2.468220,-1.8113,0.4020,0.6134,1.954
2.489012,-1.6292,0.1054,0.4580,1.696
2.508337,-1.0045,-0.5203,0.2318,1.155
2.528489,-0.6567,-0.7103,0.4285,1.058
2.548342,-0.9208,-0.3015,0.7074,1.200
2.569251,-1.4044,-0.0283,0.8086,1.621
2.588307,-1.5505,0.3601,1.2060,1.997
2.609432,-1.2803,0.9692,1.3502,2.098
2.628658,-0.6004,-1.5338,1.1630,2.016
2.648517,-0.0783,-6.6869,0.7130,6.725
2.669065,0.8893,-5.4079,-2.9109,6.206
2.689028,0.9577,1.7992,-5.3640,5.738
2.709274,0.6080,4.1142,-4.5290,6.149
2.729861,-0.4380,2.5610,-4.2155,4.952
2.749496,-0.5227,1.5367,-4.1263,4.434
2.769446,-0.9384,-0.3443,-4.3866,4.499
2.790154,-1.6680,-1.8454,-2.6810,3.657
2.810007,-2.0000,-1.2253,-0.3403,2.370
