time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.015819,0.0568,-0.4384,-0.2709,0.518
0.028924,0.0167,-0.3886,-0.1429,0.414
0.049678,-0.1777,-0.5366,-0.1112,0.576
0.069666,-0.3132,-0.5452,-0.1452,0.645
0.090235,-0.5585,-0.5877,-0.2242,0.841
0.109477,-0.0346,-0.0201,-0.5649,0.566
0.130459,-0.0172,-0.1617,-0.3207,0.360
0.149889,-0.5197,-0.7510,-0.1231,0.922
0.170666,0.2856,-0.0306,0.2349,0.371
0.190048,1.2804,0.9664,-0.0271,1.604
0.210672,0.9852,0.5853,-0.2491,1.173
0.230366,0.4719,0.4117,0.5503,0.834
0.252131,-0.0048,0.2611,0.0514,0.266
0.270601,-0.3237,-0.3160,-0.7387,0.866
0.290490,-0.4925,-0.7728,-0.0516,0.918
0.310732,-0.3416,-0.3083,1.0516,1.148
0.330738,0.6194,0.1450,-0.0930,0.643
0.351195,0.6869,0.6657,-1.2566,1.579
0.370855,0.2584,0.2933,-1.0203,1.093
0.390871,-0.2070,-0.2111,0.0513,0.300
0.412871,0.0592,0.2707,0.5165,0.586
0.431183,1.0648,0.3778,-0.7094,1.334
0.451391,0.4728,-1.8789,-0.0304,1.938
0.471181,0.4670,-2.4886,1.0776,2.752
0.491499,1.9907,-1.3990,-0.8380,2.573
0.511718,8.9140,2.7915,-2.1587,9.587
0.531727,4.0269,2.3001,-0.9426,4.732
0.551712,-3.3861,-0.3204,0.6521,3.463
0.571993,-4.8493,-0.2120,2.3879,5.410
0.591617,-7.1928,-0.8243,0.7041,7.274
0.612121,-3.5815,0.6570,-2.5193,4.428
0.632823,-2.9426,0.3454,1.2224,3.205
0.652324,-5.1754,-1.0072,0.7136,5.321
0.672517,-2.1189,-1.7225,-0.5989,2.796
0.692322,0.1467,-2.4760,-2.1698,3.295
0.713097,-1.5878,-2.8160,-3.9370,5.094
0.732909,9.9195,2.7012,3.9595,11.017
0.752989,9.1000,3.0014,-0.2127,9.585
0.773111,3.0468,-0.0479,-2.8373,4.164
0.793271,2.2587,0.2558,-0.2710,2.289
0.813353,0.8552,0.5079,1.7639,2.025
0.833264,3.3624,1.7927,0.5316,3.847
0.852886,1.6231,0.6055,-1.7111,2.435
0.873163,-6.2305,-3.1825,-0.4940,7.014
0.893395,-6.1044,-2.8075,0.3862,6.730
0.913338,-1.5190,-0.5929,0.1633,1.639
0.933280,0.7569,1.4215,0.0039,1.610
0.953306,0.1482,2.3626,0.3409,2.392
0.973483,0.3722,2.9974,0.3123,3.036
0.993933,0.8031,2.6257,0.1255,2.749
1.014059,1.8509,3.1921,-0.6269,3.743
1.035669,2.6679,4.3396,-0.2850,5.102
1.056939,1.5771,2.5349,-0.0432,2.986
1.074994,-0.9985,-0.6452,-0.8022,1.434
1.096142,-2.3957,-3.4929,0.2969,4.246
1.115615,-0.3741,-1.9597,0.9234,2.198
1.135865,-1.9507,-2.5676,1.5923,3.596
1.155651,-1.9609,-3.0884,1.2202,3.857
1.177068,-0.9323,-4.4586,0.2431,4.562
1.195027,1.2852,-3.6980,-0.9625,4.032
1.215838,1.1112,0.9324,-1.0601,1.797
1.235980,-1.3822,1.9629,0.4060,2.435
1.255688,-1.0389,0.4199,0.5972,1.270
1.275917,0.2780,-0.7160,-0.5570,0.949
1.295993,0.4367,-0.4179,-0.5001,0.785
1.316868,-0.2662,0.0352,0.2872,0.393
1.337261,0.0920,0.1528,0.1081,0.209
1.355717,0.4594,0.0607,-0.3420,0.576
1.376229,0.6948,-0.2337,-0.5116,0.894
1.396888,0.4782,-0.3942,-0.3406,0.707
1.417361,0.0754,-0.0314,-0.0835,0.117
1.437084,-0.1729,0.2484,-0.1945,0.360
1.456946,-0.2464,0.4378,-0.5423,0.739
1.477304,-0.0671,0.5163,-0.4402,0.682
1.497340,-0.6770,2.3518,-0.1713,2.453
1.524027,-0.5126,4.4143,-0.1995,4.448
1.540382,0.5384,3.1958,-0.6301,3.301
1.558073,1.1515,1.4206,-1.2583,2.220
1.581456,0.8808,1.3552,-0.9947,1.898
1.603914,0.9188,2.8121,-0.1986,2.965
1.620527,1.4444,1.5847,-0.2198,2.155
1.637440,1.6882,-0.5089,-0.0753,1.765
1.657481,0.9333,-1.1197,-0.1020,1.461
1.679204,0.4676,0.2626,-0.6543,0.846
1.699725,0.9709,-0.0404,-0.4272,1.062
1.724343,0.4302,-0.9815,0.4512,1.163
1.738380,-0.3511,-1.3990,0.3268,1.479
1.757956,-0.8939,-2.9593,0.0889,3.093
1.782429,-0.9759,-2.1973,0.2955,2.422
1.798888,-0.7777,-2.0130,-0.4606,2.207
1.821972,-0.6900,-0.8418,-0.3319,1.138
1.838062,-0.4771,0.4937,-0.4365,0.814
1.862969,-0.2088,0.6466,-0.2708,0.731
1.878449,-0.0580,-0.1232,-0.5946,0.610
1.899966,-0.2640,-1.0947,-0.5496,1.253
1.918824,-0.2390,-0.1607,0.4914,0.570
1.941131,0.1236,0.4453,0.3202,0.562
1.958698,-0.2475,-0.2631,-0.1636,0.397
1.982558,-0.6216,-0.2662,-0.2852,0.734
1.999590,-0.3780,0.3310,-0.3519,0.613
2.018988,0.1983,0.3909,-0.1122,0.452
2.043320,-0.0175,-0.5805,0.1365,0.597
2.065987,-0.8557,-3.5598,0.5665,3.705
2.079343,-1.3972,-3.2152,0.8069,3.597
2.103932,-0.8394,1.0685,1.0150,1.696
2.119742,-0.2272,0.9487,0.6514,1.173
2.144529,0.0921,-0.1223,0.1386,0.207
2.159456,-0.3956,-0.1818,0.3095,0.534
2.184186,-0.4181,-0.2014,0.4781,0.666
2.199450,-0.3657,-0.3179,0.6143,0.782
2.224144,-0.5674,-0.2709,0.7334,0.966
2.239572,-1.0377,-0.5716,0.9078,1.493
2.261100,-0.8566,-0.8053,0.7659,1.403
2.279512,-1.2845,-1.0160,0.7205,1.789
2.302851,-1.1478,-0.8862,1.1073,1.825
2.320004,-0.2450,-0.6573,1.2065,1.396
2.344185,-0.6743,-0.7169,0.5575,1.131
2.359982,-1.0498,-0.7670,0.6153,1.438
2.380607,-1.3120,-1.4514,0.6992,2.078
2.400035,-1.7477,-2.5582,-0.1841,3.104
2.422835,-1.1772,-1.8970,0.0615,2.233
2.439883,-0.2894,-0.7846,1.8292,2.011
2.463444,0.3194,-0.6928,2.3980,2.516
2.480471,0.7351,-0.2147,1.9944,2.136
2.503853,1.1318,-0.0873,0.9326,1.469
2.526132,1.7590,-0.5359,-0.2172,1.852
2.543817,1.1454,-0.9145,-0.1122,1.470
2.560480,-0.5186,-0.4135,-1.2176,1.387
2.583301,-1.2322,-0.9300,-3.9244,4.217
2.600649,-0.6854,-1.5410,-4.0101,4.350
2.623782,0.8162,-0.8517,-1.8597,2.202
2.640805,1.0939,-0.2518,-2.5906,2.823
2.663713,0.8852,0.5297,-3.1356,3.301
2.680830,0.3740,1.1277,-1.4281,1.858
2.704256,-0.3261,1.0648,-0.1366,1.122
2.721019,-0.3650,0.7248,-0.4775,0.942
2.744434,-0.0960,0.4945,-1.2425,1.341
2.763951,-0.0511,0.3138,-1.8200,1.848
2.784724,0.3803,0.3845,-1.5817,1.672
2.805915,1.4459,1.1081,-1.1549,2.157
2.826872,1.3911,1.8628,-0.6927,2.426
2.845286,0.8665,2.3883,-0.7372,2.645
2.867434,0.2449,2.1178,-0.6277,2.222
2.884843,0.2647,1.5105,-0.2649,1.556
2.908306,-0.0681,0.9707,0.1577,0.986
2.924137,-0.5438,0.7665,0.5156,1.072
2.947168,-0.4418,0.5961,0.7472,1.053
2.965679,-0.2754,0.5050,1.0027,1.156
2.987561,-0.2586,0.3222,1.3131,1.377
3.006540,-0.1606,-0.1082,1.5485,1.561
3.022742,0.3138,-0.4114,1.5511,1.635
3.046133,0.8114,-0.2407,1.8370,2.023
3.067616,1.2228,-0.0298,1.6206,2.030
3.086440,1.4323,0.0209,0.8103,1.646
3.108661,0.9530,0.1991,0.2166,0.997
3.124667,0.4359,0.3616,-0.3771,0.680
3.147703,0.7158,0.7103,-0.2453,1.038
3.170616,1.6920,0.8151,-0.2002,1.889
3.186016,2.2532,-1.7163,0.0227,2.833
3.204916,0.8543,-7.5197,0.2084,7.571
3.224559,0.1808,-8.1046,0.8426,8.150
3.245983,0.6051,1.0865,0.5207,1.348
3.266059,1.8243,3.4526,-0.4141,3.927
3.286163,2.8898,2.4416,-0.4544,3.810
3.309869,2.5277,2.3128,-0.7196,3.501
3.324737,1.8258,1.5164,-1.7647,2.958
3.346612,1.1316,-0.2252,-1.7082,2.061
3.364639,0.1825,-0.9450,-1.4451,1.736
3.389011,-0.8588,-0.4046,-1.0408,1.409
3.406632,-1.6012,0.2245,-2.1321,2.676
3.424943,-1.9016,0.4392,-3.0601,3.629
3.445717,-1.3694,0.4202,-2.6912,3.049
3.469067,-0.5461,0.0986,-1.7596,1.845
3.486099,0.0356,0.0548,-1.3784,1.380
3.510680,-0.2407,0.0172,-1.7292,1.746
3.534291,-0.5405,-0.1892,-0.7014,0.906
3.546343,-0.3833,0.4870,0.6103,0.870
3.565938,-0.3440,0.4087,0.5292,0.752
3.591316,-0.0053,0.2904,0.4239,0.514
3.606077,0.3791,0.2812,0.7358,0.874
3.628819,0.2140,0.1091,1.0192,1.047
3.646386,0.1138,-0.0149,0.8225,0.830
3.668240,0.0817,0.2763,1.1094,1.146
3.689175,-0.1585,0.4045,0.8390,0.945
3.709185,-0.3544,0.3744,0.4288,0.671
3.729307,-0.5957,0.2704,0.4791,0.811
