time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.014039,0.0849,-0.3217,-0.0498,0.336
0.020441,0.1322,-0.2170,-0.0347,0.256
0.038728,0.1120,-0.0904,0.0469,0.151
0.059889,0.0384,0.0278,0.2371,0.242
0.078963,-0.1035,-0.1829,0.1769,0.275
0.100053,-0.0208,-0.2899,0.0417,0.294
0.121341,0.3258,-0.0349,-0.1263,0.351
0.138930,0.2144,-0.2094,0.3040,0.427
0.159197,-0.0278,0.1299,-0.1232,0.181
0.180737,-0.2811,0.9328,-0.5462,1.117
0.199335,-0.1773,0.5737,-0.0494,0.602
0.220613,0.1115,-0.0261,-0.0535,0.126
0.239816,-0.0346,-0.1202,0.2676,0.295
0.260836,-0.0101,-0.1930,0.0694,0.205
0.279796,-0.1116,-0.0046,0.0373,0.118
0.300913,0.2788,-0.1142,-0.1402,0.332
0.320056,0.5093,-0.2196,-0.2029,0.591
0.340139,0.5988,-0.2104,-0.1592,0.654
0.360094,0.6667,-0.1575,0.0689,0.689
0.381433,0.4761,-0.0097,-0.5847,0.754
0.400282,0.2403,-0.1603,-0.0818,0.300
0.421464,-0.2507,0.3397,0.4426,0.612
0.441639,-0.0071,0.0793,-0.1962,0.212
0.461566,-0.5297,0.0243,0.5633,0.774
0.481610,-0.5714,0.0343,0.5742,0.811
0.501756,0.6251,-0.4327,-0.4821,0.900
0.521999,0.4539,0.1531,-0.2025,0.520
0.542120,0.1841,0.3433,-0.2719,0.475
0.562251,0.0890,-0.0245,0.0780,0.121
0.582175,-0.9011,0.3350,0.9830,1.375
0.602453,0.1222,0.0400,0.5412,0.556
0.622423,1.1121,-0.2018,-0.1035,1.135
0.642514,0.8433,-0.1818,-0.8615,1.219
0.662549,-0.5168,0.2432,-0.5070,0.764
0.682728,-0.5503,1.3423,0.0219,1.451
0.702734,2.3990,6.1474,-0.5295,6.620
0.722913,-0.0280,3.7868,0.1469,3.790
0.743059,-0.5187,2.9288,-0.3966,3.001
0.763756,0.5413,1.8235,-0.8708,2.092
0.783186,1.6074,-0.3610,1.4066,2.166
0.803198,3.2205,-1.2500,0.8816,3.565
0.823294,2.2245,-3.5398,-1.0461,4.310
0.843337,-0.9967,-4.0361,-0.6832,4.213
0.863422,-0.6604,-2.0946,-0.2484,2.210
0.883622,-0.5790,-0.1139,0.1745,0.615
0.903609,0.1202,0.3144,0.7717,0.842
0.923773,0.6660,0.1033,-0.0322,0.675
0.943793,-0.1923,0.0414,-0.2567,0.323
0.963884,-0.5335,1.2956,-0.4227,1.463
0.983936,0.0902,0.8758,0.5734,1.051
1.004043,0.6499,0.0111,-0.5371,0.843
1.024294,0.5129,-0.4863,-0.6247,0.943
1.044523,-0.2510,-0.0880,0.6276,0.682
1.064114,-0.0551,-0.0354,-0.3867,0.392
1.084473,-0.3723,0.5299,0.4463,0.786
1.104349,-0.1054,2.0046,-0.3628,2.040
1.126690,0.9027,0.9378,-0.5063,1.397
1.144319,1.0440,0.8033,0.3629,1.366
1.164808,1.2597,1.9396,-1.2564,2.632
1.184628,0.5682,-0.9196,-0.0023,1.081
1.203442,-0.8067,-2.7050,2.4638,3.747
1.226239,-1.1065,-1.7789,1.3824,2.510
1.245167,-0.9505,-0.6750,0.0572,1.167
1.265020,-0.4927,-0.0679,0.3281,0.596
1.285552,0.3974,-0.9804,0.8756,1.373
1.305246,-0.1751,-2.2496,0.4233,2.296
1.324966,-1.1259,-0.8872,0.0694,1.435
1.345296,-0.2332,-0.2324,0.6678,0.745
1.365868,0.5024,-0.6247,0.3027,0.857
