time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.012091,-0.1061,-0.0909,-0.1176,0.183
0.033415,-0.0053,-0.0574,0.0072,0.058
0.053567,-0.0336,0.0434,-0.0295,0.062
0.071425,-0.0438,0.0857,-0.0531,0.110
0.092010,0.0179,0.0382,-0.0259,0.049
0.110887,0.0272,0.0094,0.0027,0.029
0.133381,0.0596,-0.0054,0.0176,0.062
0.151088,0.1322,-0.0113,0.0358,0.137
0.174703,0.1730,0.0068,-0.0495,0.180
0.190650,0.0003,0.0492,-0.1555,0.163
0.213830,-0.1334,0.0393,-0.1654,0.216
0.231110,-0.1896,0.0492,-0.1429,0.242
0.254199,-0.0779,0.0831,-0.1992,0.229
0.271551,-0.0350,0.0879,-0.1889,0.211
0.293329,-0.1137,0.0107,-0.1095,0.158
0.311594,-0.1377,-0.2666,-0.1743,0.347
0.335021,-0.1522,-0.1646,-0.1168,0.253
0.354870,-0.0395,0.0476,-0.1261,0.140
0.374347,0.0041,0.1681,-0.1282,0.211
0.395045,-0.0354,0.3019,-0.1143,0.325
0.414669,-0.0421,0.3813,-0.0436,0.386
0.434645,-0.0261,0.2896,0.0351,0.293
0.454946,-0.0202,0.3466,0.0970,0.360
0.474974,-0.0428,0.5978,0.0546,0.602
0.495027,-0.0039,1.2852,0.0732,1.287
0.515046,-0.2487,1.5616,0.0514,1.582
0.534552,-0.2507,1.7655,-0.0283,1.783
0.553791,0.0626,2.0111,0.2744,2.031
0.575732,-0.1793,1.6368,1.0744,1.966
0.595002,-0.5186,0.3293,0.7689,0.984
0.615702,-0.2496,-0.2071,0.1163,0.345
0.634164,0.6060,-0.5402,0.1577,0.827
0.654331,0.7774,0.4335,0.7000,1.132
0.675059,0.3965,0.9855,0.3510,1.119
0.696031,0.1672,0.7149,-0.4569,0.865
0.714991,-0.1267,0.0760,0.1439,0.206
0.736652,-0.0442,0.0929,0.4139,0.426
0.755323,0.5299,1.4962,-0.8833,1.817
0.776429,0.6451,1.5013,-0.8501,1.842
0.795383,1.2947,-0.7121,-0.8009,1.681
0.816737,0.9686,-4.1465,1.0331,4.382
0.835241,-1.5275,-2.7662,0.8972,3.285
0.856709,-0.8464,-0.6171,1.0028,1.450
0.875377,0.1826,-0.2774,0.8909,0.951
0.896996,0.5659,1.1400,-0.0257,1.273
0.914162,0.6583,2.4559,-0.5395,2.599
0.933854,0.5654,2.2216,-0.0574,2.293
0.955211,0.2110,0.3876,0.0840,0.449
0.977690,0.2817,-1.3054,-1.2831,1.852
0.995091,0.4198,-1.4405,-0.7339,1.670
1.017807,-0.3865,-1.4093,0.1922,1.474
1.035453,-1.4753,-2.7655,0.2547,3.145
1.057238,-0.5979,-3.9816,-0.4616,4.053
1.075997,1.1823,-0.9071,0.1050,1.494
1.097361,1.0891,0.7809,0.6699,1.498
1.114603,0.6294,1.5886,0.9112,1.936
1.137577,-0.0553,2.2944,1.2394,2.608
1.156085,0.3127,0.5153,0.9226,1.102
1.178242,0.9049,-1.2362,0.9063,1.780
1.195958,0.9521,-0.9720,0.5674,1.474
1.217854,0.1879,0.0543,0.2342,0.305
1.236219,-0.6666,0.4870,0.4566,0.943
1.258150,-0.9620,-0.0694,1.0553,1.430
1.276665,-0.9445,-0.6375,1.3164,1.741
1.298520,-0.9380,-0.7736,1.6640,2.061
1.316267,-0.8697,-0.3935,1.6498,1.906
1.338234,-0.9134,-0.7850,0.6632,1.375
1.356712,-0.5865,-1.2385,-1.5963,2.104
1.379548,-0.1384,-2.0693,-1.9003,2.813
1.397037,0.6107,-1.5753,-1.1951,2.069
1.419040,0.0611,-0.9378,-0.2746,0.979
1.436931,-1.3018,-0.0474,0.2064,1.319
1.458102,-1.6086,0.9362,-0.5641,1.945
1.478292,-0.9862,0.5266,-1.1996,1.640
1.504206,-0.1660,0.6933,-0.9635,1.199
1.518143,0.5207,1.0912,-0.5981,1.349
1.540232,0.3488,1.3462,-0.3506,1.434
1.561231,-0.1116,1.4495,-0.1917,1.466
1.578737,-0.5829,0.8478,0.2758,1.065
1.599527,-1.0680,0.3714,0.6776,1.318
1.620732,-0.8994,0.8617,0.4719,1.332
1.638410,-0.2408,0.8035,0.2358,0.871
1.659113,0.1399,0.2566,0.5691,0.640
1.680456,0.0205,0.3478,1.0130,1.071
1.699485,-0.3828,0.5640,1.3535,1.515
1.720167,-0.8622,0.7757,0.5308,1.275
1.739771,-0.3539,1.0267,-0.5014,1.196
1.759158,0.6744,0.9956,-0.5675,1.330
1.780710,0.6860,0.7277,0.2495,1.031
1.798565,-0.4262,0.6247,0.6537,1.000
1.821758,-0.6816,0.3957,1.0729,1.331
1.839815,0.1097,0.3723,2.1828,2.217
1.860459,0.6532,0.2254,2.0172,2.132
1.880380,0.2114,-0.5601,1.2093,1.349
1.900060,-0.9445,-0.0587,1.1213,1.467
1.919976,-2.3280,0.4764,0.2970,2.395
1.940684,-2.7871,-2.0351,-0.8681,3.559
1.960920,-1.3015,-3.3730,-1.4949,3.912
1.981052,0.2350,-2.1232,-1.9021,2.860
2.001028,0.2234,-0.7578,-1.6811,1.857
2.019670,-0.9249,1.0158,-1.6330,2.134
2.040871,-0.1428,2.0111,-2.2726,3.038
2.061151,0.1913,1.5867,-2.3523,2.844
2.087741,0.4005,0.4608,-1.7506,1.854
2.100931,1.7502,-0.4423,-0.8789,2.008
2.119945,1.8605,-0.7078,-0.1147,1.994
2.140311,0.7756,-0.6954,0.6805,1.244
2.161648,0.5038,-0.1357,0.7971,0.953
2.186117,0.2804,0.0507,0.9847,1.025
2.201406,0.0220,0.0836,0.4297,0.438
2.220871,-0.0435,0.1393,-0.1148,0.186
2.241885,0.0349,0.0934,0.4050,0.417
2.260906,0.4526,0.1277,0.6663,0.816
2.281303,0.7428,0.1076,0.6500,0.993
2.302603,0.7807,0.0523,0.3896,0.874
2.321043,0.7308,0.3438,0.0228,0.808
2.341525,0.3697,0.4742,0.4005,0.722
2.362478,0.1184,0.3966,1.0735,1.151
2.381338,0.4505,0.2204,1.3732,1.462
2.401283,0.7797,0.1757,1.6010,1.789
2.421618,0.7813,0.0303,1.6609,1.836
2.452931,0.4818,-0.2650,1.3664,1.473
2.461381,0.4273,-0.1032,0.6539,0.788
2.481696,0.6367,0.0678,0.5772,0.862
2.501932,0.7305,-0.5778,0.6600,1.142
2.522196,1.4030,-1.2571,0.0698,1.885
2.551525,2.0327,-1.1927,-0.6949,2.457
2.562070,1.8457,-0.9601,-0.3690,2.113
2.582604,1.4843,-0.6980,0.0164,1.640
2.602618,1.0165,-0.7068,0.7514,1.448
2.622659,0.6477,-0.5154,2.3042,2.448
2.649608,1.1969,-0.4854,3.3057,3.549
2.663294,2.4534,-1.8203,3.0081,4.287
2.682935,3.5382,-5.2949,3.5018,7.268
2.702963,3.3151,-5.1500,2.9708,6.807
2.722943,0.5514,-0.6755,2.3485,2.505
2.743923,-1.6931,1.3106,2.1344,3.023
2.765820,-1.9216,1.5480,-0.9265,2.636
2.783325,-2.2882,-1.3042,-4.1340,4.902
2.803617,-0.7983,-3.6216,-4.7716,6.043
2.823610,2.4688,-3.2877,-3.0378,5.112
2.843789,1.8746,-2.7108,-1.3082,3.546
2.863712,-0.0010,-1.8460,-1.1243,2.161
2.884336,-0.9005,-1.3133,-2.0917,2.629
2.904197,-0.8981,0.1874,-2.8738,3.017
2.924210,-0.4546,2.2898,-2.8490,3.683
2.948113,-0.2348,2.8796,-2.7686,4.002
2.979640,-0.1949,2.6463,-3.1871,4.147
2.984628,-0.8053,2.7075,-3.0325,4.144
3.004463,-1.4471,2.9916,-2.9184,4.423
3.024503,-1.2899,3.1730,-2.5643,4.279
3.044975,-1.1836,3.0762,-1.8032,3.757
3.066302,-1.6503,2.6791,-1.4521,3.465
3.095142,-2.0666,1.8212,-1.5044,3.139
3.104787,-1.4228,0.8535,-0.9960,1.935
3.136566,-0.5362,0.0208,0.2044,0.574
3.154380,-0.0420,-0.8839,1.7153,1.930
3.170979,0.4350,-1.6242,3.2806,3.686
3.187238,0.6871,-3.1695,4.5700,5.604
3.205356,0.7535,-4.3571,3.5757,5.687
3.244443,-0.2216,-1.3173,1.7606,2.210
3.249773,-0.8777,2.5878,0.5250,2.783
3.270628,-1.8873,1.3042,-2.3066,3.253
3.287266,-2.9218,-4.2875,-6.4948,8.313
3.340505,-2.6600,-7.3166,-7.5130,10.819
3.340808,-0.9663,-2.0622,-2.4799,3.367
3.345890,-1.6431,2.4461,1.4090,3.266
3.367527,-2.6512,3.2275,1.9788,4.622
3.386391,-1.5265,3.4363,0.3820,3.779
3.408198,-0.2841,1.2738,-1.8875,2.295
3.426752,0.6893,-1.1443,-2.5751,2.901
3.448864,2.0175,-2.3285,-1.4183,3.392
3.479395,2.8495,-1.1301,-1.0862,3.252
3.486826,2.4043,0.5196,0.3895,2.490
3.511020,1.2802,0.8648,1.0076,1.844
3.526874,-0.0858,0.6593,0.7957,1.037
3.546586,-1.1715,0.4136,0.2663,1.271
3.568691,-1.5259,0.4040,-0.0407,1.579
3.586953,-0.8141,0.6218,0.0758,1.027
3.608330,-0.0456,0.4988,0.1293,0.517
3.626629,0.4206,0.4065,0.0103,0.585
3.648574,0.8719,0.4962,-0.0288,1.004
3.666872,1.1269,0.3687,-0.0877,1.189
3.688514,0.9327,-0.0594,1.0949,1.440
3.707645,0.7198,-0.1460,2.3037,2.418
3.730224,0.7488,-0.6216,2.2306,2.434
3.747884,0.6572,-1.2338,1.9501,2.399
3.768506,0.6999,-1.0668,2.0741,2.435
3.788046,1.2810,-0.7669,1.5154,2.127
3.809784,2.1664,-0.9018,0.4354,2.387
3.839088,3.1087,-1.5036,0.2989,3.466
3.848602,3.1353,-1.6461,0.9556,3.668
3.868372,1.5682,-0.9704,2.4550,3.070
3.891793,-0.0140,-1.6503,4.3380,4.641
3.909935,0.8218,-4.8122,4.5321,6.661
3.936227,1.8467,-3.4880,4.5221,6.002
3.950484,0.4486,-0.5830,3.8766,3.946
3.968910,-1.6155,0.0112,1.3376,2.097
3.990250,-2.8836,-0.5493,-3.3677,4.467
4.009724,-3.9064,-2.6345,-4.6563,6.624
4.036853,-1.2618,-3.2270,-3.7172,5.082
4.064961,2.3411,-3.2468,-3.4847,5.307
4.070312,1.8253,-2.7546,-1.4524,3.610
4.089636,0.2517,-1.1957,-1.5363,1.963
4.112053,-0.0491,-0.3369,-2.2680,2.293
4.128809,0.5168,0.9314,-3.4977,3.656
4.151789,0.7115,1.9892,-3.4292,4.028
4.181345,0.6031,1.7276,-2.7208,3.279
4.191861,-0.4066,2.0574,-3.2113,3.835
4.215020,-1.8308,2.6980,-3.9666,5.135
4.232119,-2.2027,3.2032,-4.1940,5.719
4.256368,-1.9054,3.4160,-3.7402,5.412
4.271191,-1.4156,3.2850,-2.6893,4.475
4.296822,-1.0846,2.5379,-1.8984,3.350
4.311507,-1.4872,1.4197,-1.6217,2.619
4.333261,-1.3766,-0.0130,0.1593,1.386
4.352751,0.3674,-0.8382,2.4738,2.638
4.375432,0.3846,-1.3440,4.0722,4.305
4.391406,-0.5836,-2.2503,4.2902,4.880
4.413761,-0.3228,-2.4991,2.2966,3.409
4.431560,-0.2328,-2.0098,1.4296,2.477
4.453161,-0.9748,-1.8308,0.3745,2.108
4.471276,-1.6783,-4.5582,-1.3296,5.036
4.496642,-2.0995,-4.6534,-2.6164,5.737
4.511051,-2.6204,-0.4552,-2.2469,3.482
4.533618,-2.2543,2.4503,-3.1241,4.566
