time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.007106,0.5181,0.1545,-0.2885,0.613
0.027430,-0.0897,0.1482,-0.5008,0.530
0.047297,-0.3392,-0.1222,-0.0836,0.370
0.067636,-0.1244,-0.1228,0.0920,0.197
0.087567,0.1728,-0.0549,0.4256,0.463
0.107724,0.4361,0.2806,0.2151,0.561
0.127685,-0.1645,0.0994,-0.5625,0.594
0.148784,-0.3638,-0.2144,-0.4694,0.631
0.168203,-0.0671,-0.1384,-0.0037,0.154
0.190545,-0.0172,-0.0420,-0.0434,0.063
0.211157,-0.4904,-0.2876,-0.3881,0.688
0.231102,-0.4897,-0.2032,-0.0311,0.531
0.248883,-0.2413,-0.0166,-0.1178,0.269
0.271085,-0.3222,-0.1145,-0.9243,0.986
0.289911,-0.5112,-0.3315,-1.4341,1.558
0.311406,-0.4624,-0.5588,-1.4262,1.600
0.331170,-0.6546,-0.8051,-0.8668,1.352
0.349939,-0.8485,-0.8330,0.2469,1.214
0.370078,-0.6401,-0.9203,0.1511,1.131
0.391214,-0.5876,-1.0993,-0.8626,1.516
0.411882,-0.8961,-0.5825,-1.4883,1.832
0.431153,-1.1801,-0.4999,-3.0089,3.270
0.450342,-2.0054,-1.9076,-5.7065,6.342
0.469636,-3.3598,-2.6294,-4.4124,6.138
0.491313,-4.3058,-3.7964,-3.8216,6.896
0.513217,-4.0327,-5.8071,-3.3466,7.822
0.531508,-2.4346,-6.1584,0.4455,6.637
0.552772,-0.2516,-2.7530,2.8810,3.993
0.571443,-0.7617,-1.8285,2.8148,3.442
0.590796,-0.9085,-2.3190,1.2161,2.772
0.611464,0.8436,-1.5534,-2.1602,2.791
0.630949,2.4531,-2.0112,-3.8509,4.989
0.651063,4.0571,-1.5832,-1.8189,4.720
0.672715,4.5884,-1.0306,1.4413,4.919
0.691166,3.8030,-1.3180,3.4767,5.319
0.711381,2.7421,-1.5343,3.7065,4.859
0.731351,3.3720,-1.4968,4.5397,5.850
0.751332,5.0734,-0.7687,4.7790,7.012
0.772539,5.3274,-0.6046,3.7251,6.529
0.793731,3.2820,-0.2129,3.5341,4.828
0.812827,1.4109,1.2529,3.5531,4.023
0.833858,0.6386,1.3307,3.5533,3.848
0.854739,0.3726,0.4878,2.5362,2.609
0.875079,1.3431,1.0852,-0.4854,1.794
0.894799,1.5080,0.3333,-1.1518,1.927
0.914170,0.5423,0.8784,-0.0654,1.034
0.934920,-0.1739,0.9226,0.7910,1.228
0.955392,-0.7020,-0.9489,1.0505,1.580
0.975738,-1.1900,-1.1627,-1.0463,1.965
0.994351,-0.9477,0.3362,-0.6852,1.217
1.011786,1.0393,1.9304,6.1928,6.569
1.034565,1.7185,1.4353,8.8966,9.174
1.054865,-0.5341,-1.6103,-0.4478,1.755
1.074561,0.4479,-1.6857,3.5846,3.986
1.095751,0.5621,1.0671,1.9886,2.326
1.114510,-0.1355,0.9792,-0.0003,0.988
