time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.015509,0.0723,-0.5681,-0.3242,0.658
0.026731,-0.2865,-0.4734,0.5606,0.788
0.043400,0.0825,-0.2112,0.4013,0.461
0.067629,0.3597,-0.3356,-0.1785,0.523
0.084969,0.6136,-0.2062,-0.0753,0.652
0.104421,0.7907,0.0515,-0.1610,0.809
0.124980,0.8145,0.1974,-0.2314,0.869
0.148591,0.5491,-0.0280,-0.3330,0.643
0.164760,0.2354,-0.2118,-0.5105,0.601
0.184696,0.0820,-0.0458,-0.3278,0.341
0.204816,0.1426,0.0388,-0.5975,0.616
0.227993,-0.0367,-0.2061,-0.5895,0.626
0.247150,-0.2872,-0.4979,-0.0506,0.577
0.264611,0.0556,-0.2339,0.0373,0.243
0.288422,0.5387,0.0406,-0.5396,0.764
0.305128,-0.0939,-0.1697,-1.4366,1.450
0.327454,-0.5047,-0.6167,-1.6085,1.795
0.347838,-0.5691,-0.7563,-0.6421,1.144
0.367750,-0.5103,-0.6839,-0.0696,0.856
0.387926,0.7849,-0.6012,0.5343,1.124
0.406763,2.1509,0.8527,4.5198,5.078
0.425113,0.7559,0.7041,0.0419,1.034
0.446835,0.5757,0.5983,0.4954,0.967
0.466260,-0.0849,1.3148,1.0505,1.685
0.488768,-0.1565,-0.3643,-0.4767,0.620
0.507507,0.0625,-0.9897,0.1650,1.005
0.528579,0.0762,-0.7739,1.6369,1.812
0.547151,-0.0255,-0.3158,0.6938,0.763
0.567827,0.3493,0.5569,0.5886,0.882
0.587213,0.1577,-0.7323,0.6165,0.970
0.610692,0.3996,-2.3225,-0.9694,2.548
0.626400,0.6792,-1.6025,-1.1733,2.099
0.647451,0.0972,1.6929,0.1643,1.704
0.669734,-3.1538,4.0753,2.5038,5.729
0.687145,0.1522,3.2102,-0.9625,3.355
0.708214,2.8054,2.1785,-1.0613,3.707
0.727135,2.0989,1.4663,0.5450,2.618
0.747162,0.7445,-1.0825,0.3054,1.349
0.768096,-0.2504,-3.3847,0.2699,3.405
0.787895,0.0491,-3.3192,0.0445,3.320
0.808714,0.8790,-0.9095,0.0101,1.265
0.827213,-0.6102,-0.0652,0.3231,0.694
0.847261,-0.6708,-0.1509,0.3189,0.758
0.869932,0.0647,-0.3876,1.7506,1.794
0.890052,0.0292,-0.9571,1.3573,1.661
0.907670,-0.8449,-0.8528,-0.7741,1.428
0.927704,-2.6201,-0.1254,-0.4984,2.670
0.950613,-2.1654,0.7725,-0.3548,2.326
0.968864,2.2311,0.3158,-0.3988,2.288
0.988124,2.6746,1.5709,-0.5033,3.142
1.009626,3.7775,1.7551,-0.6319,4.213
1.031612,4.6558,1.3940,-0.2041,4.864
1.048923,2.0029,-0.8515,0.1595,2.182
1.070697,3.1119,-0.6357,2.3592,3.956
1.089216,4.6975,-0.1855,0.2742,4.709
1.109003,0.5835,-1.8496,-0.3315,1.968
1.129778,-9.0133,-3.8692,-0.1336,9.810
1.147992,-4.0651,-0.0598,1.9121,4.493
1.170146,0.4249,1.7233,-0.0319,1.775
1.190529,1.0390,1.7210,-1.8744,2.749
1.210321,0.0806,1.1769,-0.0814,1.182
1.228092,-0.8189,1.5549,1.4325,2.267
1.250711,0.6093,-0.0260,0.0163,0.610
1.271164,1.4696,-0.0266,-0.9109,1.729
1.291321,3.1748,2.4132,-1.1014,4.137
1.312689,2.9932,2.1528,-0.6683,3.747
1.331038,-3.1908,-6.2773,2.8783,7.607
1.351484,-0.7435,-2.4393,1.6122,3.017
1.371967,0.0482,-0.3246,0.1063,0.345
1.392389,1.1250,-0.5860,0.4600,1.349
1.413321,1.1015,0.5010,-0.7887,1.444
1.431513,0.0129,-1.2715,0.5534,1.387
1.451655,-0.0893,-3.2529,1.1803,3.462
1.473174,-0.0990,-1.9102,0.6783,2.029
1.489832,0.4014,-1.5016,0.9823,1.839
1.512821,1.6440,0.0428,-0.4135,1.696
1.532958,3.4555,0.9863,-1.4815,3.887
1.552991,1.8184,-0.1990,-0.0573,1.830
1.573068,0.9151,-1.3518,0.5934,1.737
1.594198,1.6963,-0.2118,0.0917,1.712
1.612225,0.8654,3.3776,-1.8527,3.948
1.632080,-1.9569,2.9548,-2.0380,4.088
1.652210,-2.9666,1.8057,-0.3337,3.489
1.672553,-1.7987,1.3150,0.0986,2.230
1.693324,-1.3681,2.6871,0.2417,3.025
1.713541,-1.4984,1.5949,0.1528,2.194
1.733395,0.7202,-2.5841,0.1101,2.685
1.753714,2.8474,-4.1075,-0.7599,5.055
1.773622,1.8283,-4.7439,0.1815,5.087
1.793332,1.0595,-3.3277,1.1966,3.692
1.812705,1.6045,-1.7660,1.1915,2.667
1.834199,2.1817,-1.7341,-1.1327,3.008
1.854358,2.9602,-3.1330,-3.2786,5.416
1.874084,0.9715,0.7140,0.9692,1.547
1.891484,-0.8617,4.2176,3.6247,5.628
1.914462,-4.3126,4.4995,0.8009,6.284
1.933080,-1.3296,4.6013,-0.0567,4.790
1.954923,-0.4568,2.5351,-1.0429,2.779
1.973157,-0.6303,2.2191,0.6459,2.396
1.992132,-0.9529,2.1444,1.3880,2.726
2.013663,-0.4110,2.5951,0.3768,2.654
2.038360,0.6919,-1.3455,0.0679,1.514
2.053558,1.5650,-3.7820,-2.0149,4.562
2.075060,1.8649,-1.1632,-1.1964,2.502
2.093607,1.2305,-1.6112,0.1571,2.033
2.115512,1.5898,-3.7698,0.1256,4.093
2.134054,2.1112,-2.2840,0.9197,3.243
2.154729,0.9247,-0.5338,2.0676,2.327
2.175549,-0.1521,-0.7527,1.5324,1.714
2.194886,-0.1572,0.5714,-1.0653,1.219
2.214646,-0.6311,1.3856,-0.4889,1.599
2.235616,-0.1023,1.7633,0.9524,2.007
2.254666,0.3509,1.6120,1.0380,1.949
2.274143,0.8004,0.9108,0.7736,1.438
2.294205,1.2784,0.3149,-0.1554,1.326
2.314232,1.3254,0.3026,-0.0597,1.361
2.334294,0.6911,-0.3480,0.3855,0.864
2.356601,0.0960,-0.8082,-0.2413,0.849
2.376536,0.5879,-0.9532,-0.3178,1.164
2.395890,0.7876,-0.7180,0.7175,1.285
2.414828,1.2150,3.6824,0.4748,3.907
2.434686,0.7744,5.1766,0.6952,5.280
2.455233,0.9648,2.8597,-0.5576,3.069
2.475007,2.1163,-1.1112,-1.0169,2.598
2.495175,1.0442,-2.3390,-1.2850,2.866
2.516090,-0.2074,-1.7530,0.2800,1.787
2.534952,-0.2873,-0.4323,1.0447,1.167
2.556187,-0.1614,-1.1860,0.5864,1.333
2.575629,-0.2846,-3.1696,0.2849,3.195
2.601543,0.0933,-2.6031,-0.6318,2.680
2.623341,0.7295,0.5016,-0.5791,1.058
2.635011,1.0030,2.2555,1.4970,2.887
2.656415,0.7179,1.0864,1.0386,1.666
2.676433,0.0750,-0.9013,-0.1223,0.913
2.702027,-0.3293,-0.8264,0.2599,0.927
2.716995,-0.4919,0.6846,0.1501,0.856
2.737592,-0.1844,0.7090,-0.3741,0.823
2.756331,0.3649,1.5647,0.1107,1.611
2.783929,0.3997,1.1298,0.2605,1.226
2.796581,0.7112,2.0752,0.2918,2.213
2.823358,0.5499,1.3610,0.0863,1.470
2.836752,0.5375,0.0264,0.0687,0.543
2.856523,0.6346,-0.6031,1.0449,1.363
2.877564,-0.4221,-7.8968,0.6527,7.935
2.896914,-1.7570,-10.4174,1.1179,10.623
2.916626,-0.9360,2.0053,1.3673,2.601
2.936386,0.7160,-0.2133,0.7484,1.057
2.957282,1.2347,-0.9427,0.7807,1.739
2.977103,0.1470,-0.5520,1.2377,1.363
2.997014,-0.6460,-0.0994,1.2358,1.398
3.017331,-0.3835,0.7014,0.9527,1.244
3.037801,0.8719,1.1073,0.2117,1.425
3.057680,0.8027,0.5321,0.0125,0.963
3.077314,-0.4099,0.0277,1.1799,1.249
3.097569,-1.0202,-0.2504,1.4199,1.766
3.123312,-0.8545,-0.3929,1.1261,1.467
3.137581,-0.6700,-0.1094,1.1784,1.360
3.157896,-0.7600,-0.0115,1.4522,1.639
3.181768,-1.3123,-0.1354,1.7771,2.213
3.197801,-1.7428,-0.4071,1.5714,2.382
3.233112,-2.4164,-1.6069,0.7682,3.002
3.243687,-2.8159,-2.7762,-0.3047,3.966
3.256936,-1.7130,-2.3604,-0.3022,2.932
3.277090,0.8946,-1.6626,0.7632,2.036
3.297000,2.5993,-1.9469,1.4250,3.546
3.317069,1.9355,-2.0127,3.1952,4.243
3.338380,1.1206,-2.1998,4.1715,4.847
3.357219,1.1185,-1.9706,3.1552,3.885
3.377774,0.5609,-0.4425,1.2210,1.415
3.397582,-0.1738,0.5655,0.1895,0.621
3.417615,0.4208,1.2583,-3.0711,3.345
3.440466,0.6214,-0.1718,-3.1803,3.245
3.460364,0.0176,-1.3003,-1.7485,2.179
3.478044,-0.1777,-1.0589,-1.8616,2.149
3.498403,0.6852,-0.4004,-3.2080,3.305
3.518410,1.4358,0.5828,-2.4988,2.940
3.538703,1.3547,0.7845,-1.6590,2.281
3.558649,0.9585,1.0005,-1.3689,1.948
3.578951,0.1183,0.7506,-0.5700,0.950
3.599120,-0.2288,0.5583,0.0493,0.605
3.619310,0.0782,1.1522,-0.3929,1.220
3.640920,0.2645,1.3278,-1.2513,1.844
3.660156,1.1514,1.8665,-0.9176,2.377
3.679769,1.9449,2.6201,-0.5321,3.306
3.699539,2.1446,2.5496,-0.1697,3.336
3.720613,1.9799,1.9822,0.4453,2.837
3.741791,1.3967,1.2660,0.6495,1.994
3.764536,0.7287,0.8747,0.7454,1.361
3.780287,0.3364,0.6108,0.8333,1.087
3.804048,0.0255,0.4099,0.6757,0.791
3.823591,-0.0239,0.2209,0.5364,0.581
3.840451,0.1959,0.1039,0.6292,0.667
3.861361,0.2699,0.2601,0.4045,0.551
3.880543,0.1147,0.6916,0.3901,0.802
3.901113,-0.0976,1.2134,0.8874,1.506
3.921242,0.1732,1.0618,1.5240,1.865
3.940711,1.6174,-4.1361,1.6610,4.742
3.965406,2.6485,-14.2620,0.0593,14.506
3.983470,1.3775,-10.7057,-0.8323,10.826
4.002429,3.9447,7.0930,-0.7913,8.155
4.023129,4.2447,9.5686,-2.2481,10.707
4.044635,1.7607,6.4388,-2.3693,7.083
4.065386,0.0632,2.9725,-3.1651,4.343
4.083546,-1.1134,-0.9850,-3.2417,3.566
4.104403,-3.0128,-3.9379,-2.9936,5.792
4.123989,-3.0532,-3.8411,0.7942,4.971
4.143838,-0.8713,-2.3034,5.1104,5.673
4.163623,0.5596,-0.5148,3.1438,3.234
4.182300,0.5420,0.7857,-1.6193,1.880
4.203841,0.6655,1.8180,-4.3344,4.747
4.223517,1.0856,1.5843,-3.4640,3.961
4.242116,0.6292,0.0682,-1.8878,1.991
4.266423,-0.0479,-0.8602,0.7938,1.171
4.288620,-0.1296,-0.2745,3.2336,3.248
4.302538,-0.2764,0.3524,2.8513,2.886
4.324618,-0.1936,0.2880,1.2202,1.269
4.344645,0.4565,0.6582,0.4751,0.931
4.364272,0.3022,0.1860,-0.7117,0.795
4.384992,0.0543,-0.3809,-0.6161,0.726
4.403772,0.5331,0.1437,-0.4476,0.711
4.424532,0.6428,0.2375,-0.1728,0.707
4.444368,0.4797,0.1596,0.3718,0.628
4.466019,0.0487,0.1401,1.2543,1.263
4.484836,-0.9095,0.0067,2.2720,2.447
4.504798,-1.1714,-0.6796,2.3290,2.694
4.530816,-0.5040,-1.0414,0.6693,1.337
4.550173,0.1238,-0.7230,-0.4427,0.857
4.563851,-0.2300,-0.5325,0.5409,0.793
4.584072,-0.9010,-0.8141,1.3610,1.824
4.604700,-1.0090,-0.8276,1.3406,1.871
4.629378,-1.4405,-0.0901,1.4356,2.036
4.649335,-2.4959,0.0779,2.0537,3.233
4.664307,-3.2741,-1.6082,1.5570,3.966
4.684417,-3.4366,-4.1872,0.1026,5.418
4.706834,-2.4188,-3.6077,1.3651,4.553
4.727878,0.1797,-1.8684,3.2250,3.731
4.745858,1.8755,-1.8367,3.3035,4.220
4.764953,2.1140,-1.3693,2.8333,3.791
4.786952,2.4301,-0.4875,2.3554,3.419
4.807554,2.4326,-0.0913,0.7323,2.542
4.826415,1.3617,0.0819,-3.7559,3.996
4.846278,-0.2945,-1.2744,-4.5246,4.710
4.869776,-0.2776,-1.6037,-2.6431,3.104
4.885861,0.8409,-1.2409,-3.3244,3.647
4.909333,1.7512,-0.8949,-3.8785,4.349
4.929232,2.5782,0.2814,-1.9400,3.239
4.949435,2.2211,0.9084,-1.1618,2.666
4.969901,1.0829,1.4045,-2.0887,2.740
4.986120,0.3134,2.0667,-2.0467,2.925
5.010248,0.1358,2.4191,-2.1905,3.266
5.030461,0.4614,2.4346,-1.8929,3.118
5.048666,1.0390,2.5746,-1.5778,3.193
5.069598,1.2689,2.7937,-1.5924,3.457
5.085321,1.1331,2.7616,-1.4947,3.338
5.110265,0.8092,2.4856,-0.9992,2.798
5.130839,0.5275,2.0229,-0.5940,2.173
5.146217,0.4379,1.4816,-0.3000,1.574
5.168430,0.2691,0.9144,0.2445,0.984
5.189674,0.0229,0.2719,0.9212,0.961
5.210701,-0.2980,-1.1377,2.1078,2.414
5.227529,-0.6262,-3.2637,4.4612,5.563
5.248740,0.0525,-3.9031,6.0484,7.199
5.268531,0.8507,-1.8690,3.5404,4.093
5.289022,0.3362,1.1687,1.5988,2.009
5.309559,1.2721,2.7039,0.8862,3.117
5.327014,5.0406,-2.6546,0.5542,5.724
5.347055,6.4010,-12.6252,-1.0042,14.191
5.368551,4.3664,-5.4749,-4.7696,8.473
5.391242,2.6493,7.8138,-4.0048,9.171
5.409647,1.6986,7.6692,-1.6223,8.021
5.430360,0.0014,3.7415,-3.5308,5.144
5.452207,-0.6168,1.4330,-3.7367,4.049
5.472452,-1.6591,-1.0390,-3.0584,3.631
5.489648,-1.7953,-2.3912,-1.0659,3.174
5.510266,-1.5768,-2.9613,0.5568,3.401
5.528780,-1.2109,-2.4065,0.0332,2.694
5.548036,-0.3620,0.1585,-1.2266,1.289
5.569473,0.0655,1.6275,-0.8196,1.823
5.589177,-0.2273,0.8033,-0.0593,0.837
5.610263,-1.3144,-0.6968,-0.2913,1.516
5.633997,-0.7567,-0.5119,0.2315,0.942
5.653561,0.4281,0.4588,0.6248,0.885
5.671790,0.9229,0.9195,0.8364,1.548
5.690959,0.6605,0.9370,0.4141,1.219
5.710115,0.4854,0.7581,0.2038,0.923
5.731709,0.3356,0.3243,0.4635,0.658
5.750896,0.0847,0.1896,0.8721,0.896
5.771110,0.0173,0.3273,0.7039,0.776
