time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003972,-0.2473,0.0885,-0.8389,0.879
0.027321,-0.0829,0.0876,-0.2026,0.236
0.043513,-0.2948,-0.0426,-0.8354,0.887
0.066310,-0.4185,0.0501,-0.6845,0.804
0.083885,-0.4022,0.4047,0.2078,0.607
0.106729,-0.3135,0.3579,-0.2145,0.522
0.124057,0.7229,0.5876,-0.9821,1.354
0.146288,0.8599,0.7358,-0.8222,1.399
0.164168,0.3441,0.6865,-0.2154,0.798
0.186760,0.2488,0.5265,0.1599,0.604
0.205454,0.1287,0.2194,-0.3022,0.395
0.226515,0.2527,0.3196,-0.9665,1.049
0.243980,0.0493,-0.1965,-0.8090,0.834
0.265915,-0.1328,0.0339,-0.0028,0.137
0.284852,-0.5672,1.0480,0.8404,1.458
0.307034,-1.4580,-0.8863,0.1232,1.711
0.324708,-2.2232,-1.9077,-0.5630,2.983
0.347004,-0.8688,-2.4314,-1.1575,2.830
0.364987,2.4838,0.0228,-0.4208,2.519
0.388180,0.6952,0.9867,1.2384,1.729
0.404955,-0.3261,0.1644,-1.3465,1.395
0.427613,-0.4378,0.2657,-0.7130,0.878
0.445203,-5.1843,-0.6633,-2.2549,5.692
0.467872,2.2177,3.8712,0.1357,4.464
0.485515,1.9490,2.2072,4.3260,5.233
0.508487,-0.7804,-0.2269,-0.7816,1.128
0.525111,0.0010,-0.4960,-2.1011,2.159
0.548413,0.9975,2.1213,-0.7701,2.467
0.565758,3.5417,3.6669,1.4632,5.304
0.589016,3.3227,3.0282,2.0921,4.959
0.607627,-4.5757,0.1648,-0.7805,4.645
0.628481,-3.9951,0.8770,-2.6712,4.885
0.647947,1.7256,2.1547,-3.8403,4.730
0.668567,-6.7790,-2.9851,0.8321,7.454
0.688140,-4.4583,-3.3327,2.4265,6.072
0.708872,-2.1984,-3.6913,-0.2764,4.305
0.728318,-0.9873,0.1534,-1.2351,1.589
0.749300,-0.6998,2.4847,0.3525,2.605
0.768845,0.3105,1.2904,-0.0577,1.328
0.786607,1.1384,-0.2314,-2.8808,3.106
0.808462,0.0757,-0.2419,-0.6808,0.726
0.828538,-1.5413,-0.7432,0.6507,1.831
0.848868,-1.1909,-1.6177,0.0339,2.009
0.869663,0.0683,-1.2423,-0.2182,1.263
0.889065,0.6038,-0.7632,-0.0124,0.973
0.908476,0.3871,-0.9974,-0.2313,1.095
0.929434,0.1221,0.0825,-0.5227,0.543
0.948583,-0.9348,7.5467,-0.4735,7.619
0.969610,-0.4975,5.9130,-0.1621,5.936
0.988704,0.6309,0.5426,-0.6568,1.060
1.009817,0.1857,-0.1691,0.5806,0.633
1.029046,-1.0721,-0.9212,0.8954,1.673
1.048180,-1.5095,-0.1928,0.2372,1.540
1.069286,-1.0913,2.5006,0.8969,2.872
1.089178,-0.4193,2.1959,1.3602,2.617
1.109251,-0.8999,0.7671,0.8042,1.430
1.129303,-1.5483,0.6800,1.7310,2.420
1.148453,-1.4318,-3.2520,1.2212,3.757
1.169454,-1.9226,-5.3052,2.8978,6.343
1.189708,-1.9373,-0.2227,3.3956,3.916
1.209055,-0.7663,1.7731,4.9052,5.272
1.229729,-1.0166,-0.4826,4.0024,4.158
1.249039,-1.9854,-0.8756,2.1955,3.087
1.270146,-3.2703,-1.9653,0.0291,3.815
1.289141,-5.5786,-10.4719,-1.2792,11.934
1.310418,-3.9810,-16.7785,2.0042,17.360
1.329362,2.4530,-0.8243,1.5907,3.038
1.350286,1.9406,0.2536,-1.4764,2.452
1.369233,2.2900,-3.2014,-2.0320,4.430
1.391289,3.8996,-2.2896,-3.7935,5.903
1.409946,2.3951,-0.6055,-5.2659,5.817
1.429825,1.7520,-0.0240,1.4713,2.288
1.450286,0.1274,0.2788,2.3419,2.362
1.470661,-0.2670,0.1291,-3.8208,3.832
1.490209,-0.8269,0.2586,-7.5355,7.585
1.510113,-2.0230,1.1026,-5.5612,6.020
1.531140,-1.1951,1.9923,-4.8801,5.405
1.550537,0.0785,2.6913,-4.3724,5.135
1.571844,-0.2212,3.2085,-3.9837,5.120
1.590614,-0.7898,3.5682,-3.3627,4.966
1.610612,-0.7140,3.5259,-3.0070,4.689
1.631200,-0.7353,3.3102,-1.8879,3.881
1.651109,-1.5185,3.0394,1.0979,3.571
1.671369,-2.1012,1.9307,5.5211,6.215
1.691766,0.4765,-0.1551,9.7605,9.773
1.713397,0.8118,-4.7710,10.1125,11.211
1.732999,-2.7655,-6.1807,6.5104,9.393
1.763833,-0.1763,-2.4764,-1.8988,3.126
1.771092,6.2708,0.7334,-3.5500,7.243
1.792226,8.2063,-4.2664,1.8523,9.433
1.811635,2.9582,-9.1884,-0.6337,9.674
1.832052,-0.7447,-1.2384,-7.3730,7.513
1.851731,1.7308,5.7888,-7.6015,9.710
1.873977,2.8580,2.7871,-1.3423,4.212
1.891617,-0.5440,-1.1054,-2.7135,2.980
1.912206,-2.7248,-1.0670,-7.1984,7.770
1.932324,-3.4879,-2.2355,-7.8138,8.844
1.954715,-3.6934,-3.4160,-6.3033,8.065
1.972729,-3.7867,-1.7650,-2.5842,4.912
1.993055,-2.7179,-0.0048,-1.2264,2.982
2.012631,-0.4687,1.4630,-0.1281,1.542
2.032892,0.9061,1.9476,0.2166,2.159
2.052837,-0.0932,1.3325,-0.6058,1.467
2.072453,0.3603,1.8845,1.3649,2.355
2.092509,1.9330,2.7117,2.0927,3.933
2.113684,1.2342,1.7853,0.6391,2.263
2.133323,-0.1374,1.1345,-0.6973,1.339
2.153310,-1.2125,0.7146,-0.3579,1.452
2.173070,-0.5120,0.3048,-0.6605,0.890
2.193564,0.4678,-0.1592,0.0901,0.502
2.213679,0.4651,-0.8839,2.4026,2.602
2.240630,-0.2235,-0.7414,4.1538,4.225
2.253529,-1.2807,-0.8604,4.2210,4.494
2.273930,-1.8887,-1.7318,2.1193,3.325
2.294058,-2.8457,-1.5094,0.6812,3.292
2.314218,-4.2691,-2.4395,0.3788,4.932
2.337462,-3.6668,-4.4794,1.8251,6.070
2.353971,-2.7970,-4.2630,3.5552,6.216
2.374629,-2.9295,-2.5881,3.6671,5.360
2.394972,-3.3673,-2.8005,3.1088,5.371
2.414743,-3.0533,-3.6648,0.5620,4.803
2.435046,-0.0533,-3.4750,-0.8321,3.574
2.454411,2.2984,-4.0740,-1.3294,4.863
2.474848,3.3660,-5.8362,-3.9269,7.798
2.494755,4.1132,-4.7677,-5.3572,8.267
2.515715,4.8384,-2.0829,-3.0548,6.089
2.535003,3.0040,-1.1295,0.7018,3.285
2.555521,0.6749,-1.8200,-3.5512,4.047
2.575046,0.9564,-0.6517,-2.6269,2.871
2.596168,0.2050,1.6152,-3.4024,3.772
2.618962,-1.7068,2.4660,-8.1555,8.689
2.635055,-2.5252,3.6235,-8.2974,9.400
2.655645,-2.7757,3.7074,-7.2787,8.627
2.676184,-1.9259,4.4344,-5.5804,7.383
2.696726,-0.5478,5.0886,-5.0997,7.225
2.716500,0.2231,5.1732,-4.8318,7.082
2.736681,0.0519,4.7677,-3.6546,6.007
2.756324,-0.5069,4.0818,-2.6551,4.896
2.779059,-0.9479,3.3159,-1.4781,3.752
2.798995,-1.6104,1.7518,2.0649,3.151
2.818857,-0.8426,-1.2089,8.5878,8.713
2.841593,4.0860,-6.5084,12.5849,14.746
2.864974,1.7402,-13.0927,9.7827,16.436
2.877649,-1.5238,-3.8636,0.9570,4.262
2.899380,2.0764,8.0321,-2.0483,8.545
2.918755,7.2154,7.5773,-1.5020,10.570
2.938884,10.3964,-5.3148,-7.8909,14.093
2.959408,7.0233,-18.1127,-5.4787,20.184
2.983426,-0.4772,-8.8487,-5.9598,10.679
2.997939,-3.7458,3.4437,-3.0423,5.928
3.018486,-4.5946,4.1857,-3.7893,7.279
3.038887,-2.2776,2.7063,-5.3401,6.405
3.062007,-1.4395,1.2561,-6.8461,7.108
3.078591,-2.8975,-0.5310,-6.1591,6.827
3.098284,-4.1046,-2.4626,-4.3119,6.442
3.118547,-4.3541,-4.0782,-3.2185,6.779
3.139474,-2.5553,-1.9147,1.3206,3.455
3.160167,-0.1357,1.9527,2.9425,3.534
3.179869,2.0055,3.8374,1.3908,4.548
3.198891,2.5294,2.7423,0.1903,3.736
3.220387,2.5892,1.4907,0.8166,3.097
3.246772,1.3144,1.3656,2.5494,3.177
3.258567,-0.5347,0.7813,0.7667,1.218
3.278889,-1.5951,0.4248,-1.4816,2.218
3.299571,-1.4118,0.8409,-2.7410,3.196
3.318767,-0.3660,1.4063,-2.5776,2.959
3.346960,0.0672,0.5518,0.7239,0.913
3.358930,-0.7335,-1.1709,5.0597,5.245
3.378785,-1.6208,-2.2844,5.7903,6.432
3.398549,-1.0862,-2.6347,1.4057,3.178
3.420600,-1.0115,-1.6663,0.1403,1.954
3.439179,-2.0287,-2.1338,1.6858,3.393
3.464025,-1.6995,-3.6967,3.1849,5.167
3.479174,-1.8366,-3.0694,5.5832,6.631
3.499300,-3.7212,-1.7190,4.8267,6.332
3.520139,-4.4680,-2.6692,2.0869,5.607
3.540666,-5.0216,-2.9588,0.5683,5.856
3.560709,-3.2777,-3.3030,-1.3132,4.835
3.581688,1.0015,-4.6110,-1.9985,5.124
3.606600,3.7539,-5.0132,-3.4649,7.157
3.621229,4.5060,-3.9251,-3.4509,6.901
3.642613,5.1677,-2.3135,-2.1336,6.051
3.664569,2.9231,-0.6822,-1.5001,3.356
3.684482,-0.2840,-0.7900,-3.5232,3.622
3.703664,-0.6049,0.2307,-2.9171,2.988
3.722915,-1.1882,1.3534,-4.6029,4.943
3.742361,-1.6159,1.4439,-5.8039,6.195
3.762267,-1.0707,2.4043,-7.2432,7.707
3.783151,-0.5125,3.5925,-7.1246,7.996
3.803756,-1.0731,3.1539,-5.2675,6.233
3.825734,-0.3788,3.6908,-4.7138,5.999
3.840750,0.3739,3.8673,-4.9134,6.264
3.865023,0.4609,3.6762,-3.7970,5.305
3.882853,0.0540,3.6882,-2.8101,4.637
3.905529,-0.0940,3.1606,-1.8324,3.655
3.923041,0.1486,2.5514,0.5172,2.608
3.940930,0.0884,0.7863,7.5206,7.562
3.960933,3.4866,-2.5128,13.0528,13.742
3.981086,5.2722,-9.5062,9.4971,14.435
4.005622,-1.7579,-8.4727,2.3895,8.977
4.022869,-0.4213,3.9229,-1.7262,4.307
4.044507,4.9889,1.6952,-1.7366,5.548
4.061498,5.8927,-9.4631,-2.8501,11.506
4.086743,1.5189,-13.1029,-4.0021,13.784
4.103191,-3.6532,-1.7554,-2.9596,5.019
4.125067,-1.5639,4.6302,-1.2907,5.055
4.144399,-0.8778,4.8936,-4.8006,6.911
4.162136,1.7450,5.8770,-5.6382,8.329
4.184339,3.2957,4.7121,-5.6520,8.063
4.208709,0.2373,1.4171,-6.7937,6.944
4.233270,-2.9538,-2.6488,-5.9459,7.148
4.242825,-5.2843,-4.4943,-3.2647,7.667
4.264907,-4.2132,-2.5523,2.9462,5.740
4.284746,-0.7840,1.3142,4.6415,4.887
4.304813,0.5824,2.3978,1.8135,3.062
4.326563,1.3524,1.6657,-0.1783,2.153
4.348575,1.2223,1.1921,2.9879,3.441
4.364937,0.1363,0.8967,1.1170,1.439
4.385240,-0.3535,0.5557,-2.5598,2.643
4.405037,-0.5942,0.0980,-3.1283,3.186
4.427276,-0.6921,0.7849,-0.8373,1.340
4.447946,-0.9520,1.2909,1.4336,2.151
4.463786,-0.5047,0.2401,1.8532,1.936
4.484879,0.4188,-0.5873,2.6201,2.718
4.507999,0.1445,-0.6495,4.5649,4.613
4.527572,-0.8771,-1.1798,3.8339,4.106
4.549859,-1.9600,-1.3180,1.4214,2.757
4.564315,-2.3229,-2.0079,-0.0688,3.071
4.584606,-0.0478,-3.5434,2.0635,4.101
4.609046,-0.0492,-4.1658,5.8216,7.159
4.625471,-4.3036,-5.3612,4.2684,8.092
4.645066,-6.9186,-5.9892,-0.1433,9.152
4.665016,-5.1255,-3.7624,-1.3781,6.506
4.686073,0.2024,-1.4468,-0.8754,1.703
4.706456,3.2635,-2.9935,-0.6334,4.474
4.725524,4.4864,-5.5086,-1.1184,7.192
4.744265,4.3842,-4.7610,-3.6001,7.406
4.764296,3.7243,-2.0225,-2.4083,4.874
4.784823,1.6692,-0.9372,-2.4028,3.072
4.804568,-1.2346,-1.7109,-5.2045,5.616
4.832231,0.3049,0.1667,-1.2628,1.310
4.847743,-0.5619,1.1992,-6.3434,6.480
4.869869,-1.7915,1.7624,-8.0618,8.444
4.885406,-2.5251,2.9615,-7.9273,8.831
4.905221,-2.8068,3.2273,-5.9972,7.366
4.928404,-1.3673,4.5861,-4.9781,6.905
