time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004225,0.7118,-1.5121,-2.5032,3.010
0.021120,0.7711,-1.6484,-2.5495,3.132
0.043096,0.5291,-1.6757,-2.2506,2.855
0.061103,0.3424,-1.0539,-1.9951,2.282
0.084374,0.1442,-0.6525,-2.4973,2.585
0.101455,0.2637,-0.2653,-2.3549,2.384
0.124541,0.1065,-0.0142,-2.3870,2.389
0.141764,0.2296,-0.6742,-1.9839,2.108
0.163796,0.5363,-0.8980,-1.1385,1.546
0.181932,1.0720,-1.0106,-0.4143,1.530
0.204825,1.5849,-1.1384,-0.3182,1.977
0.221828,1.0251,-1.0528,-0.7975,1.672
0.243537,1.2450,-1.0646,-0.2095,1.651
0.262015,1.7001,-1.4553,-0.5065,2.294
0.283639,1.5946,-1.7234,0.2357,2.360
0.302163,1.2706,-2.3787,1.8980,3.298
0.325219,0.8311,-2.6880,2.8692,4.019
0.342319,0.4416,-2.3163,3.2890,4.047
0.367127,0.6143,-2.0361,2.7225,3.455
0.384478,1.8818,-2.7972,0.7812,3.461
0.404288,2.3194,-2.3787,2.4036,4.101
0.426483,-1.7518,-1.6435,4.8041,5.371
0.445063,-1.6978,-4.3953,-0.2735,4.720
0.464766,-2.0626,-7.5304,-4.9248,9.231
0.485872,-1.2614,-6.5051,0.0002,6.626
0.505224,-3.2128,-4.1509,6.9694,8.725
0.523253,-3.7283,-1.7477,11.9494,12.639
0.545605,0.3531,-2.4399,4.4234,5.064
0.566203,2.4746,-0.8556,-1.4231,2.980
0.586239,1.1911,-0.5720,0.0116,1.321
0.606408,0.8711,0.2067,-1.9329,2.130
0.625768,1.6863,0.3927,-2.0740,2.702
0.645362,4.7375,-0.1950,-2.4625,5.343
0.665750,6.4879,0.5470,-3.4889,7.387
0.685663,6.3715,-1.4124,-0.9605,6.596
0.705965,5.8058,-4.7442,-0.3262,7.505
0.726086,2.7164,-7.4480,3.4315,8.639
0.746197,-0.1422,-4.1205,6.0896,7.354
0.766180,2.0812,-1.1980,2.6183,3.553
0.785911,6.8058,-0.2218,0.9048,6.869
0.806549,6.5695,1.1150,2.7468,7.207
0.826239,2.1031,1.6397,3.9589,4.773
0.847300,-1.3202,-0.9556,5.5250,5.760
0.866322,-3.2202,-3.5812,3.1765,5.769
0.886640,-3.2962,-2.2877,-0.1003,4.014
0.905079,-4.4486,-2.3376,0.6821,5.071
0.926970,-7.8083,-2.6506,2.1481,8.521
0.946128,-7.7698,-2.0366,0.8933,8.082
0.967088,-4.3087,0.0394,0.2667,4.317
0.985775,-1.2619,-0.3965,0.7998,1.546
1.009460,0.9514,-2.2058,0.1470,2.407
1.026098,0.9215,-2.5285,-3.0717,4.084
