time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000902,-0.0949,0.6742,-2.1361,2.242
0.019595,0.4289,0.4718,-2.0262,2.124
0.038842,0.5857,-0.2563,-1.0536,1.232
0.059296,0.5962,-0.0228,-0.9601,1.130
0.080254,0.7520,0.4427,-0.1222,0.881
0.098847,0.7622,-0.4204,-0.6048,1.060
0.119457,0.7977,-1.1783,-1.6027,2.143
0.139647,1.2336,-1.1022,0.2067,1.667
0.160756,1.6492,-0.6784,0.2440,1.800
0.181034,0.5730,-1.0556,-0.2775,1.233
0.199686,-0.9080,-1.3195,0.8736,1.824
0.221096,-1.0859,-1.0537,1.9683,2.483
0.241861,-0.2921,-0.3811,1.8585,1.920
0.261026,-0.3729,0.5552,-0.1982,0.698
0.280091,-1.2719,0.8816,-1.5309,2.177
0.300245,0.2083,-0.7998,-4.7724,4.843
0.320352,1.5288,-0.9640,-6.3297,6.583
0.341436,-1.2308,1.3975,-2.7768,3.343
0.361562,-2.1225,-0.3788,3.4096,4.034
0.380962,-0.7137,-2.5519,0.8372,2.779
0.400765,1.8506,-2.7854,-2.2356,4.023
0.421935,0.5719,-2.9251,-6.0579,6.751
0.441907,-0.8841,-1.7196,-6.9620,7.225
0.460874,-1.7588,-3.3643,-2.7471,4.686
0.480976,-0.9637,-7.3929,-3.9345,8.430
0.501081,2.4388,-5.1064,-2.3461,6.126
0.521884,2.1435,-2.9481,7.2280,8.095
0.541942,0.8427,-4.4688,7.9040,9.119
0.562062,3.1324,-3.6464,2.6792,5.503
0.581491,4.2989,-2.1552,2.6689,5.500
0.602926,2.8817,-1.6474,8.0053,8.666
0.623691,0.9665,-4.2930,6.9850,8.256
0.642685,1.4362,-6.1617,2.4560,6.787
0.662812,0.4355,-3.8273,1.7675,4.238
0.683088,-1.5008,-0.4943,4.9301,5.177
0.702319,-2.5757,0.2514,18.4037,18.585
0.722882,0.1984,1.3373,4.9731,5.154
0.742890,-0.1546,-0.0567,-0.2461,0.296
0.763260,-3.6943,-0.0982,1.5659,4.014
0.783818,-2.0012,1.6592,1.4256,2.965
0.802595,1.0432,0.0104,-3.9921,4.126
0.823988,-2.2113,-0.9271,-6.4750,6.905
0.843858,-3.3804,-0.0133,-3.1856,4.645
0.864293,-1.0375,1.3997,-0.8351,1.932
0.883673,-1.2938,0.4843,-2.4605,2.822
0.904154,-3.5437,-0.6079,-2.3000,4.268
0.923405,-3.2157,-0.5321,-1.4267,3.558
0.943856,-0.6142,0.7008,-2.0032,2.209
0.964033,0.9890,1.9418,-1.3587,2.568
0.984245,0.9197,3.7850,-0.6765,3.953
1.003999,0.0866,3.9485,0.4740,3.978
1.024647,-0.7574,1.1369,2.0573,2.470
