time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.007101,0.5457,-0.1078,0.3867,0.677
0.028751,-0.2065,-0.4740,1.5686,1.652
0.047010,0.4865,-0.3055,1.3832,1.498
0.067606,1.4869,0.6458,0.6374,1.742
0.087810,0.7205,0.2090,0.4941,0.898
0.107644,-1.1215,-1.0011,-1.1705,1.905
0.127785,-0.5779,-0.9498,-2.7205,2.939
0.148877,0.8101,-0.1584,-2.4891,2.622
0.168057,-0.0267,-0.0180,0.7991,0.800
0.188225,-0.5487,-1.4280,0.9604,1.806
0.208407,1.1573,-0.7677,-1.5765,2.101
0.228656,-1.6366,-0.7862,0.1556,1.822
0.248788,-1.8135,-0.9487,1.1153,2.331
0.269157,-1.1115,-1.0378,4.3276,4.587
0.289345,-0.4832,-1.1718,3.3237,3.557
0.308959,2.0134,-0.9206,1.6677,2.772
0.329327,5.2771,2.6244,8.7906,10.583
0.349353,-1.9660,-0.9327,0.0115,2.176
0.369642,-3.6198,-3.4062,-5.4183,7.353
0.389415,-0.2094,-2.3537,-7.9147,8.260
0.409783,2.9361,-0.1115,-4.9166,5.728
0.429601,6.1852,5.5981,17.8185,19.675
0.449930,5.4046,8.5669,14.4170,17.620
0.469916,2.1246,3.3142,-3.5242,5.284
0.489784,0.5277,2.0065,-1.8024,2.748
0.509692,-0.7960,2.1648,0.1214,2.310
0.530027,-0.6756,0.2463,0.5384,0.898
0.550142,0.1594,-0.0194,-0.4966,0.522
0.570390,-0.1266,-0.0925,1.4175,1.426
0.590120,0.7834,-1.1812,2.6980,3.048
0.610755,-0.5934,-2.7125,1.1146,2.992
0.630927,-1.7208,-3.1901,-3.5931,5.104
0.650372,-0.0560,1.3440,0.1746,1.356
0.671776,2.1751,3.2651,3.1038,5.003
0.691512,1.8384,1.6711,1.9526,3.160
0.711972,1.1805,2.4455,2.0058,3.376
0.732188,0.2423,2.5234,1.7127,3.059
0.756128,-0.4198,0.3498,-0.8501,1.011
0.771825,-5.9892,0.7562,1.5727,6.238
0.792139,-0.9543,-2.5800,2.4204,3.664
0.811921,8.1804,0.5103,-2.7347,8.640
0.832226,4.4718,-2.7909,-2.1168,5.680
0.855460,-0.8318,-0.4538,2.5842,2.752
0.874173,2.9863,-0.2866,5.1979,6.002
0.892520,3.9311,-3.2716,1.3426,5.288
0.912698,-4.0704,-5.4330,-4.8278,8.330
0.933500,-0.6391,-1.0801,-0.0425,1.256
0.953631,2.6357,3.6941,-0.0200,4.538
0.972617,-0.6636,5.2225,3.1228,6.121
0.993142,-0.7120,4.5511,2.6733,5.326
1.012838,0.6216,2.8119,1.2127,3.125
1.037220,1.0685,3.2950,1.9502,3.975
