time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.011259,-0.9230,-0.3325,0.3580,1.044
0.030010,-1.1299,-0.0285,0.5690,1.265
0.052713,-2.3930,-0.1773,0.5374,2.459
0.071422,-2.7058,-0.8005,0.0645,2.822
0.092970,-1.4406,-0.1127,-1.3116,1.951
0.111577,0.0950,1.0289,-1.2049,1.587
0.131745,0.3280,1.2369,0.0231,1.280
0.151634,0.1376,0.6960,-0.0562,0.712
0.173459,0.4268,0.5021,-0.3106,0.729
0.192017,-0.2013,0.1521,-0.5261,0.583
0.213403,-0.9060,0.2975,0.2016,0.975
0.231906,-0.7290,0.5799,0.3525,0.996
0.253587,-0.6562,0.7666,-0.2461,1.039
0.271633,-0.7820,0.8124,-0.2755,1.161
0.292614,-0.6687,1.0068,-0.1005,1.213
0.312301,-1.3428,0.6287,-0.6372,1.614
0.333932,-0.7479,-0.1104,-0.3707,0.842
0.352485,-1.3166,-0.3780,0.6665,1.523
0.373285,-1.3069,-0.2585,0.6555,1.485
0.391808,-0.1084,0.5670,-0.0405,0.579
0.413414,2.1461,1.5402,-0.2169,2.650
0.432821,-0.8362,-1.7573,0.5259,2.016
0.454557,-5.7312,-6.4694,1.6717,8.803
0.472918,-1.0247,-1.3709,0.9272,1.947
0.494827,1.4884,3.5826,-1.4133,4.129
0.512782,-0.9765,3.4935,-0.3798,3.647
0.534671,-1.8149,2.1449,-0.0964,2.811
0.552629,-2.3139,0.0735,0.3395,2.340
0.575368,2.0466,1.5785,0.2152,2.594
0.592227,-0.7154,0.0682,-0.4263,0.836
0.615287,-0.9543,-0.1027,0.5431,1.103
0.633019,-0.4964,-0.3622,0.6716,0.910
0.654165,-0.6072,0.2599,-1.0887,1.273
0.673892,-1.0860,0.6284,-1.0667,1.647
0.695618,0.0766,1.3924,0.9540,1.690
0.712770,-2.1371,0.8095,1.2762,2.617
0.735939,-1.5396,-1.7010,-0.3021,2.314
0.753018,-1.2104,1.5383,0.5073,2.022
0.775922,-6.4295,0.2037,-1.7339,6.662
0.793252,6.3057,0.2856,2.6649,6.852
