time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.000886,1.5518,-0.2839,-0.0350,1.578
0.016393,-0.4041,-1.7375,-3.1494,3.620
0.037344,0.0805,-1.7569,-3.7888,4.177
0.055637,0.0044,-1.4441,-1.4859,2.072
0.077303,0.5404,-1.2933,0.3310,1.440
0.098227,0.6477,-1.5332,-0.4406,1.722
0.117821,0.9653,-1.4570,-1.7616,2.482
0.138491,1.8457,-0.8980,-1.6088,2.608
0.157936,2.1624,-0.7160,-1.9520,3.000
0.178506,0.9870,-1.5660,-2.4421,3.064
0.198120,-0.1867,-1.8772,-2.9855,3.532
0.218281,1.0461,-1.5215,-4.3173,4.696
0.238492,2.7672,-0.6316,-3.8400,4.775
0.258691,1.8060,-1.1111,-1.7706,2.762
0.277835,-0.3087,-1.6978,-0.3989,1.771
0.299107,1.8871,-1.1038,-1.1696,2.479
0.318177,2.5244,-0.4297,1.1745,2.817
0.338972,-0.8048,-1.5220,0.2598,1.741
0.358777,-0.2622,-0.7328,2.2077,2.341
0.378247,0.5896,-1.6590,-3.0662,3.536
0.397229,-0.5259,-2.6447,-6.8414,7.354
0.418601,-1.5297,-0.9075,-1.5383,2.352
0.437720,-2.4007,0.8090,-0.7726,2.649
0.459681,3.2967,4.3697,10.8017,12.109
0.478207,6.4683,5.8817,11.2360,14.237
0.500308,-0.5305,0.8146,-0.8154,1.269
0.517802,-1.3029,0.7632,1.7621,2.321
0.540375,0.1654,-1.1625,1.6868,2.055
0.558218,-0.1096,-3.3605,0.4828,3.397
0.579409,-1.3758,-4.9011,-0.6687,5.134
0.598753,-4.3822,-6.6638,-3.6745,8.781
0.620424,1.0713,1.2082,-5.4255,5.661
0.638717,7.8130,-4.7189,4.7033,10.268
0.658096,-1.8145,-6.5318,1.4650,6.936
0.678244,-0.7781,-4.0077,0.4253,4.105
0.699994,0.9827,-0.3867,-2.7063,2.905
0.718030,4.6348,4.2868,-2.8701,6.935
0.740022,4.9854,4.9825,-2.8233,7.593
0.758761,2.5646,1.8238,-2.4544,3.991
0.781234,0.6591,-0.0044,-1.5814,1.713
0.798994,1.4875,0.7261,0.1743,1.664
0.819785,1.5539,0.6901,-0.2937,1.725
0.839269,0.5582,-2.2279,0.5244,2.356
0.860716,-0.3584,-4.2853,-1.1975,4.464
0.878769,-1.0649,-3.0556,-1.4906,3.563
0.900572,0.6517,-0.8943,0.3715,1.167
0.918828,4.8658,0.3945,0.5473,4.912
0.941744,7.3710,1.3593,-1.0767,7.572
0.958769,4.5568,3.5304,-4.5347,7.334
0.981785,-5.3687,0.3042,1.3806,5.552
0.999007,-2.6700,3.7314,2.9847,5.474
1.021813,1.2079,4.6838,-1.1962,4.983
1.038983,1.5042,5.0012,-0.8434,5.290
1.062275,1.7253,3.5095,0.3909,3.930
