time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003242,-2.0166,-0.0236,-1.6888,2.630
0.023717,-1.6654,0.0742,-2.5830,3.074
0.043217,-1.4199,0.2873,-2.8459,3.193
0.064201,-1.5435,0.5864,-2.6716,3.141
0.084952,-1.4798,0.7685,-1.7562,2.422
0.104621,-1.0204,0.7436,-0.9803,1.598
0.124487,-0.9450,1.1275,-1.0789,1.824
0.144953,-1.1880,1.4269,-0.8391,2.038
0.164641,-1.7773,1.1326,0.0003,2.107
0.184413,-1.5012,1.1681,0.5520,1.981
0.204794,-1.5103,0.8765,1.2354,2.139
0.224785,-1.8345,0.5708,1.2228,2.277
0.244400,-1.8361,0.0213,1.6280,2.454
0.265097,-1.7779,0.7444,4.6019,4.989
0.285494,-3.7838,2.3088,7.6884,8.875
0.305376,-6.9810,0.9600,6.6418,9.683
0.325418,-7.2336,-3.0415,-0.7612,7.884
0.345657,-4.0080,-3.8985,-6.4770,8.557
0.365800,-1.8832,-3.3988,-7.8375,8.748
0.386207,-0.7496,-2.6829,-4.7929,5.544
0.405795,2.1415,-0.9032,0.6510,2.414
0.426127,5.8851,0.3297,2.3615,6.350
0.444951,7.3351,-0.4674,-1.9613,7.607
0.466219,7.0317,-0.9358,-2.7969,7.625
0.485053,4.5023,-2.9997,0.0366,5.410
0.505027,4.0315,-3.0033,0.6929,5.075
0.525257,4.7285,0.1927,2.7821,5.490
0.546666,2.4326,-1.7533,3.1460,4.346
0.565448,0.1501,-2.5269,1.1315,2.773
0.586629,-2.9856,-3.2046,0.6211,4.424
0.605528,-5.5164,-2.5333,3.5272,7.021
0.625706,-2.5351,-0.3632,3.2112,4.107
0.646165,1.2681,0.0685,2.0582,2.418
0.665961,-1.1216,-0.6424,1.3067,1.838
0.686009,-6.2137,0.5265,4.9516,7.963
0.706063,-5.2965,1.6783,8.1283,9.846
0.726043,-0.3737,0.9885,4.1022,4.236
0.746441,0.0472,-0.3409,-2.3092,2.335
0.766475,-3.7378,-0.4210,-1.8596,4.196
0.786142,-3.1839,-0.9219,-1.7991,3.771
0.806394,0.4797,-0.5181,-1.4925,1.651
0.826493,-0.7538,-0.6306,0.8901,1.326
0.848026,-4.4433,-1.7935,-0.2988,4.801
0.867701,-5.0089,-4.0533,-3.7811,7.471
0.886715,-4.9909,-3.4527,-4.1909,7.375
0.906745,-3.4722,-2.2713,-3.2293,5.258
0.926902,-3.8781,-3.5396,-4.3688,6.830
0.947242,-4.4547,-3.6560,-6.0780,8.376
0.967824,-3.0171,-2.9215,-3.5424,5.494
0.987252,-2.5193,-1.6210,-1.6715,3.430
1.007300,-0.3849,1.8587,3.6855,4.146
